"bu_code","identificatie","oppervlakteverblijfsobject","gebruiksdoelverblijfsobject"
"BU05050903","0505010000013986","125","woonfunctie"
"BU05050903","0505010000013987","125","woonfunctie"
"BU05050903","0505010000013988","140","woonfunctie"
"BU05050903","0505010000013989","131","woonfunctie"
"BU05050903","0505010000013991","134","woonfunctie"
"BU05050903","0505010000013992","120","woonfunctie"
"BU05050903","0505010000013993","125","woonfunctie"
"BU05050903","0505010000013994","134","woonfunctie"
"BU05050903","0505010000013996","120","woonfunctie"
"BU05050903","0505010000013998","122","woonfunctie"
"BU05050903","0505010000013999","115","woonfunctie"
"BU05050903","0505010000014000","120","woonfunctie"
"BU05050903","0505010000014001","120","woonfunctie"
"BU05050903","0505010000014003","134","woonfunctie"
"BU05050903","0505010000014004","120","woonfunctie"
"BU05050903","0505010000014005","120","woonfunctie"
"BU05050903","0505010000014006","120","woonfunctie"
"BU05050903","0505010000014008","120","woonfunctie"
"BU05050903","0505010000014009","120","woonfunctie"
"BU05050903","0505010000014010","120","woonfunctie"
"BU05050903","0505010000014011","120","woonfunctie"
"BU05050903","0505010000014012","120","woonfunctie"
"BU05050903","0505010000014013","123","woonfunctie"
"BU05050903","0505010000014014","120","woonfunctie"
"BU05050903","0505010000014015","125","woonfunctie"
"BU05050903","0505010000014016","120","woonfunctie"
"BU05050903","0505010000014017","123","woonfunctie"
"BU05050903","0505010000014018","141","woonfunctie"
"BU05050903","0505010000014020","120","woonfunctie"
"BU05050903","0505010000014022","120","woonfunctie"
"BU05050903","0505010000014023","139","woonfunctie"
"BU05050903","0505010000014024","120","woonfunctie"
"BU05050903","0505010000014026","120","woonfunctie"
"BU05050903","0505010000014027","120","woonfunctie"
"BU05050903","0505010000014028","120","woonfunctie"
"BU05050903","0505010000014029","120","woonfunctie"
"BU05050903","0505010000014030","138","woonfunctie"
"BU05050903","0505010000014031","120","woonfunctie"
"BU05050903","0505010000014032","120","woonfunctie"
"BU05050903","0505010000014033","120","woonfunctie"
"BU05050903","0505010000014034","70","woonfunctie"
"BU05050903","0505010000014035","94","woonfunctie"
"BU05050108","0505010000014049","25","overige gebruiksfunctie"
"BU05050108","0505010000014050","148","winkelfunctie"
"BU05050108","0505010000014051","102","winkelfunctie"
"BU05050113","0505010000014077","115","woonfunctie"
"BU05050206","0505010000014078","214","woonfunctie"
"BU05050113","0505010000014079","294","woonfunctie"
"BU05050206","0505010000014080","184","woonfunctie"
"BU05050113","0505010000014081","65","woonfunctie"
"BU05050113","0505010000014083","65","woonfunctie"
"BU05050113","0505010000014084","65","woonfunctie"
"BU05050113","0505010000014085","65","woonfunctie"
"BU05050113","0505010000014086","65","woonfunctie"
"BU05050113","0505010000014087","65","woonfunctie"
"BU05050113","0505010000014088","1252","industriefunctie"
"BU05050206","0505010000014090","195","woonfunctie"
"BU05050206","0505010000014092","364","woonfunctie"
"BU05050206","0505010000014093","106","woonfunctie"
"BU05050206","0505010000014095","232","woonfunctie"
"BU05050206","0505010000014096","147","woonfunctie"
"BU05050113","0505010000014097","246","woonfunctie"
"BU05050206","0505010000014098","154","woonfunctie"
"BU05050113","0505010000014099","325","bijeenkomstfunctie"
"BU05050206","0505010000014100","317","woonfunctie"
"BU05050206","0505010000014102","317","woonfunctie"
"BU05050113","0505010000014105","157","woonfunctie"
"BU05050206","0505010000014106","159","woonfunctie"
"BU05050113","0505010000014107","82","woonfunctie"
"BU05050206","0505010000014108","146","woonfunctie"
"BU05050206","0505010000014109","100","overige gebruiksfunctie"
"BU05050206","0505010000014110","100","woonfunctie"
"BU05050206","0505010000014111","129","woonfunctie"
"BU05050206","0505010000014112","192","woonfunctie"
"BU05050206","0505010000014113","190","woonfunctie"
"BU05050206","0505010000014115","200","logiesfunctie"
"BU05050206","0505010000014116","402","woonfunctie"
"BU05050206","0505010000014117","236","woonfunctie"
"BU05050206","0505010000014118","199","woonfunctie"
"BU05050206","0505010000014119","100","winkelfunctie"
"BU05050405","0505010000014142","52","woonfunctie"
"BU05050405","0505010000014143","116","woonfunctie"
"BU05050405","0505010000014144","200","woonfunctie"
"BU05050405","0505010000014145","135","woonfunctie"
"BU05050405","0505010000014147","124","woonfunctie"
"BU05050405","0505010000014148","251","woonfunctie"
"BU05050405","0505010000014149","111","woonfunctie"
"BU05050405","0505010000014149","111","kantoorfunctie"
"BU05050405","0505010000014151","158","woonfunctie"
"BU05050403","0505010000014152","150","winkelfunctie"
"BU05050403","0505010000014153","123","woonfunctie"
"BU05050403","0505010000014154","236","woonfunctie"
"BU05050403","0505010000014155","129","woonfunctie"
"BU05050403","0505010000014156","48","winkelfunctie"
"BU05050403","0505010000014157","129","woonfunctie"
"BU05050403","0505010000014158","186","woonfunctie"
"BU05050403","0505010000014160","205","woonfunctie"
"BU05050404","0505010000014161","338","woonfunctie"
"BU05050404","0505010000014161","338","bijeenkomstfunctie"
"BU05050404","0505010000014163","427","winkelfunctie"
"BU05050403","0505010000014164","141","winkelfunctie"
"BU05050404","0505010000014166","835","winkelfunctie"
"BU05050404","0505010000014167","20","overige gebruiksfunctie"
"BU05050403","0505010000014168","126","woonfunctie"
"BU05050404","0505010000014169","620","winkelfunctie"
"BU05050403","0505010000014170","90","woonfunctie"
"BU05050404","0505010000014171","170","woonfunctie"
"BU05050404","0505010000014171","170","winkelfunctie"
"BU05050403","0505010000014172","118","woonfunctie"
"BU05050403","0505010000014173","168","woonfunctie"
"BU05050404","0505010000014174","98","woonfunctie"
"BU05050403","0505010000014176","142","bijeenkomstfunctie"
"BU05050404","0505010000014177","203","woonfunctie"
"BU05050403","0505010000014178","44","woonfunctie"
"BU05050403","0505010000014178","44","kantoorfunctie"
"BU05050403","0505010000014179","160","woonfunctie"
"BU05050404","0505010000014180","116","woonfunctie"
"BU05050403","0505010000014181","195","woonfunctie"
"BU05050404","0505010000014182","77","winkelfunctie"
"BU05050404","0505010000014183","116","woonfunctie"
"BU05050404","0505010000014184","65","bijeenkomstfunctie"
"BU05050404","0505010000014187","179","woonfunctie"
"BU05050403","0505010000014188","97","woonfunctie"
"BU05050403","0505010000014189","78","woonfunctie"
"BU05050404","0505010000014190","168","woonfunctie"
"BU05050403","0505010000014191","202","woonfunctie"
"BU05050403","0505010000014192","202","woonfunctie"
"BU05050404","0505010000014194","230","woonfunctie"
"BU05050404","0505010000014196","119","woonfunctie"
"BU05050403","0505010000014197","102","woonfunctie"
"BU05050404","0505010000014199","139","woonfunctie"
"BU05050403","0505010000014200","109","woonfunctie"
"BU05050403","0505010000014201","202","woonfunctie"
"BU05050404","0505010000014202","94","woonfunctie"
"BU05050403","0505010000014203","78","woonfunctie"
"BU05050404","0505010000014204","64","woonfunctie"
"BU05050403","0505010000014205","202","woonfunctie"
"BU05050404","0505010000014206","156","woonfunctie"
"BU05050403","0505010000014208","218","woonfunctie"
"BU05050404","0505010000014209","164","woonfunctie"
"BU05050403","0505010000014212","106","industriefunctie"
"BU05050404","0505010000014213","86","woonfunctie"
"BU05050403","0505010000014214","64","woonfunctie"
"BU05050404","0505010000014215","81","woonfunctie"
"BU05050403","0505010000014216","119","woonfunctie"
"BU05050404","0505010000014217","101","winkelfunctie"
"BU05050403","0505010000014218","119","woonfunctie"
"BU05050404","0505010000014219","79","woonfunctie"
"BU05050403","0505010000014220","57","woonfunctie"
"BU05050404","0505010000014221","88","woonfunctie"
"BU05050403","0505010000014222","166","woonfunctie"
"BU05050404","0505010000014223","112","woonfunctie"
"BU05050404","0505010000014224","116","woonfunctie"
"BU05050403","0505010000014225","166","woonfunctie"
"BU05050404","0505010000014226","164","woonfunctie"
"BU05050403","0505010000014227","52","woonfunctie"
"BU05050403","0505010000014228","166","woonfunctie"
"BU05050404","0505010000014229","75","woonfunctie"
"BU05050403","0505010000014230","166","woonfunctie"
"BU05050404","0505010000014231","124","woonfunctie"
"BU05050404","0505010000014233","41","winkelfunctie"
"BU05050403","0505010000014234","170","woonfunctie"
"BU05050403","0505010000014236","166","woonfunctie"
"BU05050404","0505010000014237","141","winkelfunctie"
"BU05050404","0505010000014238","123","woonfunctie"
"BU05050403","0505010000014239","192","woonfunctie"
"BU05050404","0505010000014240","117","woonfunctie"
"BU05050404","0505010000014241","123","woonfunctie"
"BU05050403","0505010000014242","166","woonfunctie"
"BU05050404","0505010000014243","72","woonfunctie"
"BU05050403","0505010000014244","166","woonfunctie"
"BU05050404","0505010000014245","87","woonfunctie"
"BU05050404","0505010000014246","87","woonfunctie"
"BU05050403","0505010000014247","172","woonfunctie"
"BU05050404","0505010000014248","87","woonfunctie"
"BU05050404","0505010000014249","65","woonfunctie"
"BU05050403","0505010000014250","61","winkelfunctie"
"BU05050404","0505010000014251","135","woonfunctie"
"BU05050403","0505010000014252","172","woonfunctie"
"BU05050403","0505010000014253","172","woonfunctie"
"BU05050404","0505010000014254","135","woonfunctie"
"BU05050404","0505010000014255","135","woonfunctie"
"BU05050403","0505010000014256","166","woonfunctie"
"BU05050403","0505010000014257","166","woonfunctie"
"BU05050404","0505010000014258","135","woonfunctie"
"BU05050406","0505010000014259","312","woonfunctie"
"BU05050509","0505010000014260","14","overige gebruiksfunctie"
"BU05050406","0505010000014261","41","industriefunctie"
"BU05050404","0505010000014264","135","woonfunctie"
"BU05050509","0505010000014265","1318","gezondheidszorgfunctie"
"BU05050404","0505010000014267","135","woonfunctie"
"BU05050509","0505010000014268","9","overige gebruiksfunctie"
"BU05050404","0505010000014269","135","woonfunctie"
"BU05050404","0505010000014270","135","woonfunctie"
"BU05050404","0505010000014271","88","woonfunctie"
"BU05050509","0505010000014272","147","woonfunctie"
"BU05050404","0505010000014277","89","woonfunctie"
"BU05050509","0505010000014278","148","woonfunctie"
"BU05050404","0505010000014281","87","woonfunctie"
"BU05050404","0505010000014282","81","woonfunctie"
"BU05050509","0505010000014283","94","woonfunctie"
"BU05050404","0505010000014285","84","woonfunctie"
"BU05050509","0505010000014286","274","woonfunctie"
"BU05050404","0505010000014287","84","woonfunctie"
"BU05050509","0505010000014288","588","gezondheidszorgfunctie"
"BU05050509","0505010000014290","97","woonfunctie"
"BU05050404","0505010000014291","87","woonfunctie"
"BU05050509","0505010000014292","95","woonfunctie"
"BU05050404","0505010000014293","87","woonfunctie"
"BU05050509","0505010000014294","77","woonfunctie"
"BU05050404","0505010000014296","86","woonfunctie"
"BU05050509","0505010000014297","90","woonfunctie"
"BU05050404","0505010000014299","87","woonfunctie"
"BU05050509","0505010000014300","82","woonfunctie"
"BU05050404","0505010000014301","70","woonfunctie"
"BU05050509","0505010000014302","81","woonfunctie"
"BU05050404","0505010000014304","87","woonfunctie"
"BU05050509","0505010000014305","264","woonfunctie"
"BU05050404","0505010000014306","70","woonfunctie"
"BU05050509","0505010000014307","206","woonfunctie"
"BU05050404","0505010000014308","87","woonfunctie"
"BU05050509","0505010000014309","120","woonfunctie"
"BU05050404","0505010000014310","87","woonfunctie"
"BU05050509","0505010000014311","275","woonfunctie"
"BU05050404","0505010000014312","70","woonfunctie"
"BU05050509","0505010000014313","323","woonfunctie"
"BU05050404","0505010000014315","87","woonfunctie"
"BU05050404","0505010000014316","68","woonfunctie"
"BU05050404","0505010000014317","87","woonfunctie"
"BU05050404","0505010000014318","260","woonfunctie"
"BU05050404","0505010000014319","162","woonfunctie"
"BU05050509","0505010000014320","145","woonfunctie"
"BU05050509","0505010000014321","209","woonfunctie"
"BU05050509","0505010000014322","140","woonfunctie"
"BU05050509","0505010000014323","136","woonfunctie"
"BU05050508","0505010000014325","100","woonfunctie"
"BU05050508","0505010000014326","96","woonfunctie"
"BU05050508","0505010000014327","100","woonfunctie"
"BU05050508","0505010000014328","119","woonfunctie"
"BU05050508","0505010000014329","131","woonfunctie"
"BU05050508","0505010000014330","141","woonfunctie"
"BU05050508","0505010000014331","121","woonfunctie"
"BU05050508","0505010000014332","121","woonfunctie"
"BU05050508","0505010000014333","121","woonfunctie"
"BU05050508","0505010000014334","119","woonfunctie"
"BU05050508","0505010000014335","122","woonfunctie"
"BU05050508","0505010000014336","198","woonfunctie"
"BU05050508","0505010000014337","346","woonfunctie"
"BU05050508","0505010000014338","162","woonfunctie"
"BU05050508","0505010000014339","135","woonfunctie"
"BU05050508","0505010000014340","124","woonfunctie"
"BU05050508","0505010000014341","118","woonfunctie"
"BU05050508","0505010000014342","130","woonfunctie"
"BU05050508","0505010000014343","128","woonfunctie"
"BU05050508","0505010000014344","149","woonfunctie"
"BU05050508","0505010000014345","124","woonfunctie"
"BU05050508","0505010000014346","165","woonfunctie"
"BU05050508","0505010000014347","166","woonfunctie"
"BU05050508","0505010000014348","252","woonfunctie"
"BU05050508","0505010000014349","200","woonfunctie"
"BU05050508","0505010000014351","92","woonfunctie"
"BU05050508","0505010000014352","130","woonfunctie"
"BU05050508","0505010000014353","130","woonfunctie"
"BU05050508","0505010000014354","92","woonfunctie"
"BU05050508","0505010000014355","74","woonfunctie"
"BU05050508","0505010000014356","80","woonfunctie"
"BU05050508","0505010000014357","130","woonfunctie"
"BU05050508","0505010000014359","92","woonfunctie"
"BU05050508","0505010000014360","92","woonfunctie"
"BU05050508","0505010000014361","130","woonfunctie"
"BU05050508","0505010000014362","200","woonfunctie"
"BU05050508","0505010000014363","206","woonfunctie"
"BU05050508","0505010000014364","163","woonfunctie"
"BU05050508","0505010000014365","164","woonfunctie"
"BU05050508","0505010000014366","142","woonfunctie"
"BU05050508","0505010000014367","142","woonfunctie"
"BU05050508","0505010000014368","142","woonfunctie"
"BU05050508","0505010000014369","142","woonfunctie"
"BU05050508","0505010000014370","142","woonfunctie"
"BU05050508","0505010000014371","142","woonfunctie"
"BU05050508","0505010000014372","143","woonfunctie"
"BU05050510","0505010000014373","175","woonfunctie"
"BU05051006","0505010000014696","98","woonfunctie"
"BU05051006","0505010000014697","99","woonfunctie"
"BU05051006","0505010000014698","141","woonfunctie"
"BU05051006","0505010000014700","75","woonfunctie"
"BU05051006","0505010000014701","57","bijeenkomstfunctie"
"BU05051006","0505010000014702","91","woonfunctie"
"BU05051006","0505010000014703","82","woonfunctie"
"BU05051006","0505010000014704","87","woonfunctie"
"BU05051006","0505010000014705","77","woonfunctie"
"BU05051006","0505010000014706","85","woonfunctie"
"BU05051006","0505010000014707","76","woonfunctie"
"BU05051006","0505010000014708","85","woonfunctie"
"BU05051006","0505010000014709","91","woonfunctie"
"BU05051006","0505010000014710","71","woonfunctie"
"BU05051006","0505010000014711","86","woonfunctie"
"BU05051006","0505010000014712","71","woonfunctie"
"BU05051006","0505010000014713","76","woonfunctie"
"BU05051006","0505010000014714","71","woonfunctie"
"BU05051006","0505010000014715","87","woonfunctie"
"BU05051006","0505010000014716","71","woonfunctie"
"BU05051006","0505010000014717","87","woonfunctie"
"BU05051006","0505010000014718","81","woonfunctie"
"BU05051006","0505010000014719","79","woonfunctie"
"BU05051006","0505010000014720","71","woonfunctie"
"BU05051006","0505010000014721","77","woonfunctie"
"BU05051006","0505010000014722","74","woonfunctie"
"BU05051006","0505010000014723","85","woonfunctie"
"BU05051006","0505010000014724","74","woonfunctie"
"BU05051006","0505010000014725","85","woonfunctie"
"BU05051006","0505010000014726","74","woonfunctie"
"BU05051006","0505010000014727","82","woonfunctie"
"BU05051006","0505010000014728","74","woonfunctie"
"BU05051006","0505010000014729","80","woonfunctie"
"BU05051006","0505010000014730","74","woonfunctie"
"BU05051006","0505010000014731","79","woonfunctie"
"BU05051006","0505010000014732","74","woonfunctie"
"BU05051006","0505010000014733","118","woonfunctie"
"BU05051006","0505010000014734","74","woonfunctie"
"BU05051006","0505010000014735","76","woonfunctie"
"BU05051006","0505010000014736","74","woonfunctie"
"BU05051006","0505010000014737","92","woonfunctie"
"BU05051006","0505010000014738","74","woonfunctie"
"BU05051006","0505010000014739","80","woonfunctie"
"BU05051006","0505010000014740","74","woonfunctie"
"BU05051006","0505010000014741","74","woonfunctie"
"BU05051006","0505010000014742","77","woonfunctie"
"BU05051006","0505010000014743","72","woonfunctie"
"BU05051006","0505010000014744","77","woonfunctie"
"BU05051006","0505010000014745","79","woonfunctie"
"BU05051006","0505010000014746","77","woonfunctie"
"BU05051006","0505010000014747","72","woonfunctie"
"BU05051006","0505010000014748","77","woonfunctie"
"BU05051006","0505010000014749","77","woonfunctie"
"BU05051006","0505010000014750","72","woonfunctie"
"BU05051006","0505010000014751","72","woonfunctie"
"BU05051006","0505010000014752","70","woonfunctie"
"BU05051006","0505010000014753","70","woonfunctie"
"BU05051006","0505010000014754","105","woonfunctie"
"BU05051006","0505010000014755","74","woonfunctie"
"BU05051006","0505010000014756","77","woonfunctie"
"BU05051006","0505010000014757","77","woonfunctie"
"BU05050507","0505010000014761","1677","onderwijsfunctie"
"BU05050507","0505010000014763","365","sportfunctie"
"BU05050507","0505010000014764","72","bijeenkomstfunctie"
"BU05050507","0505010000014765","70","woonfunctie"
"BU05050507","0505010000014766","56","woonfunctie"
"BU05050507","0505010000014767","98","woonfunctie"
"BU05050507","0505010000014768","67","woonfunctie"
"BU05050507","0505010000014769","67","woonfunctie"
"BU05050507","0505010000014770","76","woonfunctie"
"BU05050507","0505010000014771","67","woonfunctie"
"BU05050507","0505010000014772","67","woonfunctie"
"BU05050507","0505010000014773","67","woonfunctie"
"BU05050507","0505010000014774","67","woonfunctie"
"BU05050507","0505010000014775","67","woonfunctie"
"BU05050507","0505010000014776","75","woonfunctie"
"BU05050507","0505010000014777","67","woonfunctie"
"BU05050507","0505010000014778","67","woonfunctie"
"BU05050507","0505010000014779","72","woonfunctie"
"BU05050507","0505010000014780","72","woonfunctie"
"BU05050507","0505010000014781","92","woonfunctie"
"BU05050507","0505010000014782","65","woonfunctie"
"BU05050507","0505010000014783","56","woonfunctie"
"BU05050507","0505010000014784","69","woonfunctie"
"BU05051007","0505010000014788","129","woonfunctie"
"BU05051006","0505010000014789","150","woonfunctie"
"BU05051006","0505010000014790","22","overige gebruiksfunctie"
"BU05051006","0505010000014791","16","overige gebruiksfunctie"
"BU05051006","0505010000014793","16","overige gebruiksfunctie"
"BU05051006","0505010000014794","16","overige gebruiksfunctie"
"BU05051006","0505010000014795","16","overige gebruiksfunctie"
"BU05051007","0505010000014798","132","woonfunctie"
"BU05051006","0505010000014799","128","woonfunctie"
"BU05051007","0505010000014800","116","woonfunctie"
"BU05051006","0505010000014801","121","woonfunctie"
"BU05051007","0505010000014802","117","woonfunctie"
"BU05051006","0505010000014803","121","woonfunctie"
"BU05051007","0505010000014804","120","woonfunctie"
"BU05051006","0505010000014805","129","woonfunctie"
"BU05051007","0505010000014806","116","woonfunctie"
"BU05051006","0505010000014807","121","woonfunctie"
"BU05051007","0505010000014808","125","woonfunctie"
"BU05051006","0505010000014809","121","woonfunctie"
"BU05051007","0505010000014810","100","woonfunctie"
"BU05051006","0505010000014811","121","woonfunctie"
"BU05051007","0505010000014812","101","woonfunctie"
"BU05051006","0505010000014813","156","woonfunctie"
"BU05051006","0505010000014814","16","overige gebruiksfunctie"
"BU05051006","0505010000014815","16","overige gebruiksfunctie"
"BU05051006","0505010000014816","16","overige gebruiksfunctie"
"BU05051006","0505010000014817","16","overige gebruiksfunctie"
"BU05051006","0505010000014818","16","overige gebruiksfunctie"
"BU05051006","0505010000014819","16","overige gebruiksfunctie"
"BU05051006","0505010000014820","16","overige gebruiksfunctie"
"BU05051006","0505010000014821","16","overige gebruiksfunctie"
"BU05051006","0505010000014822","16","overige gebruiksfunctie"
"BU05051006","0505010000014823","16","overige gebruiksfunctie"
"BU05051006","0505010000014824","16","overige gebruiksfunctie"
"BU05051006","0505010000014825","16","overige gebruiksfunctie"
"BU05051006","0505010000014826","16","overige gebruiksfunctie"
"BU05051006","0505010000014827","16","overige gebruiksfunctie"
"BU05051007","0505010000014828","103","woonfunctie"
"BU05051006","0505010000014829","138","woonfunctie"
"BU05051007","0505010000014830","99","woonfunctie"
"BU05051006","0505010000014831","121","woonfunctie"
"BU05051007","0505010000014832","127","woonfunctie"
"BU05051006","0505010000014833","121","woonfunctie"
"BU05051007","0505010000014834","144","woonfunctie"
"BU05051006","0505010000014836","136","woonfunctie"
"BU05051007","0505010000014837","99","woonfunctie"
"BU05051006","0505010000014838","121","woonfunctie"
"BU05051007","0505010000014839","100","woonfunctie"
"BU05051006","0505010000014840","121","woonfunctie"
"BU05051007","0505010000014841","111","woonfunctie"
"BU05051006","0505010000014842","125","woonfunctie"
"BU05051007","0505010000014843","148","woonfunctie"
"BU05051006","0505010000014844","138","woonfunctie"
"BU05051007","0505010000014845","142","woonfunctie"
"BU05051006","0505010000014846","140","woonfunctie"
"BU05051007","0505010000014847","97","woonfunctie"
"BU05051006","0505010000014848","127","woonfunctie"
"BU05051007","0505010000014849","113","woonfunctie"
"BU05051006","0505010000014850","127","woonfunctie"
"BU05051007","0505010000014851","113","woonfunctie"
"BU05051006","0505010000014852","142","woonfunctie"
"BU05051007","0505010000014853","101","woonfunctie"
"BU05051006","0505010000014854","146","woonfunctie"
"BU05051006","0505010000014856","16","overige gebruiksfunctie"
"BU05051006","0505010000014857","16","overige gebruiksfunctie"
"BU05051006","0505010000014858","16","overige gebruiksfunctie"
"BU05051006","0505010000014859","16","overige gebruiksfunctie"
"BU05051006","0505010000014860","16","overige gebruiksfunctie"
"BU05051006","0505010000014861","40","kantoorfunctie"
"BU05051007","0505010000014862","119","woonfunctie"
"BU05051006","0505010000014863","121","woonfunctie"
"BU05051007","0505010000014864","123","woonfunctie"
"BU05051006","0505010000014865","170","woonfunctie"
"BU05051007","0505010000014866","115","woonfunctie"
"BU05051006","0505010000014867","127","woonfunctie"
"BU05051007","0505010000014868","120","woonfunctie"
"BU05051006","0505010000014869","131","woonfunctie"
"BU05051007","0505010000014870","154","woonfunctie"
"BU05051006","0505010000014871","131","woonfunctie"
"BU05051007","0505010000014872","119","woonfunctie"
"BU05051006","0505010000014873","121","woonfunctie"
"BU05051007","0505010000014874","119","woonfunctie"
"BU05051006","0505010000014875","127","woonfunctie"
"BU05051007","0505010000014876","115","woonfunctie"
"BU05051006","0505010000014877","127","woonfunctie"
"BU05051007","0505010000014878","123","woonfunctie"
"BU05051006","0505010000014879","127","woonfunctie"
"BU05051007","0505010000014880","119","woonfunctie"
"BU05051006","0505010000014881","127","woonfunctie"
"BU05051007","0505010000014882","124","woonfunctie"
"BU05051006","0505010000014883","139","woonfunctie"
"BU05051007","0505010000014884","145","woonfunctie"
"BU05051006","0505010000014885","121","woonfunctie"
"BU05051007","0505010000014886","173","woonfunctie"
"BU05051006","0505010000014887","129","woonfunctie"
"BU05051007","0505010000014888","156","woonfunctie"
"BU05051006","0505010000014889","133","woonfunctie"
"BU05051007","0505010000014890","150","woonfunctie"
"BU05051007","0505010000014891","152","woonfunctie"
"BU05051007","0505010000014892","150","woonfunctie"
"BU05051006","0505010000014893","117","woonfunctie"
"BU05051006","0505010000014895","15","overige gebruiksfunctie"
"BU05051006","0505010000014896","15","overige gebruiksfunctie"
"BU05051006","0505010000014897","15","overige gebruiksfunctie"
"BU05051006","0505010000014898","15","overige gebruiksfunctie"
"BU05051006","0505010000014899","15","overige gebruiksfunctie"
"BU05051006","0505010000014900","15","overige gebruiksfunctie"
"BU05051006","0505010000014901","15","overige gebruiksfunctie"
"BU05051006","0505010000014902","15","overige gebruiksfunctie"
"BU05051006","0505010000014903","15","overige gebruiksfunctie"
"BU05051006","0505010000014904","15","overige gebruiksfunctie"
"BU05051006","0505010000014905","15","overige gebruiksfunctie"
"BU05051006","0505010000014906","15","overige gebruiksfunctie"
"BU05051007","0505010000014907","150","woonfunctie"
"BU05051006","0505010000014908","131","woonfunctie"
"BU05051007","0505010000014925","137","woonfunctie"
"BU05051006","0505010000014926","117","woonfunctie"
"BU05051007","0505010000014935","125","woonfunctie"
"BU05051006","0505010000014936","112","woonfunctie"
"BU05051007","0505010000014937","125","woonfunctie"
"BU05051006","0505010000014938","93","woonfunctie"
"BU05051007","0505010000014939","124","woonfunctie"
"BU05051006","0505010000014940","135","woonfunctie"
"BU05051007","0505010000014941","125","woonfunctie"
"BU05051006","0505010000014942","93","woonfunctie"
"BU05051007","0505010000014943","135","woonfunctie"
"BU05051007","0505010000014946","16","overige gebruiksfunctie"
"BU05051007","0505010000014947","16","overige gebruiksfunctie"
"BU05051007","0505010000014948","16","overige gebruiksfunctie"
"BU05051007","0505010000014949","16","overige gebruiksfunctie"
"BU05051007","0505010000014950","16","overige gebruiksfunctie"
"BU05051007","0505010000014951","29","overige gebruiksfunctie"
"BU05051007","0505010000014952","16","overige gebruiksfunctie"
"BU05051007","0505010000014953","16","overige gebruiksfunctie"
"BU05051007","0505010000014954","16","overige gebruiksfunctie"
"BU05051007","0505010000014955","16","overige gebruiksfunctie"
"BU05051007","0505010000014956","16","overige gebruiksfunctie"
"BU05051006","0505010000014957","112","woonfunctie"
"BU05051007","0505010000014958","126","woonfunctie"
"BU05051006","0505010000014959","106","woonfunctie"
"BU05051007","0505010000014960","127","woonfunctie"
"BU05051006","0505010000014961","87","woonfunctie"
"BU05051007","0505010000014962","122","woonfunctie"
"BU05051006","0505010000014963","122","woonfunctie"
"BU05051007","0505010000014964","122","woonfunctie"
"BU05051006","0505010000014965","93","woonfunctie"
"BU05051007","0505010000014966","122","woonfunctie"
"BU05051006","0505010000014967","106","woonfunctie"
"BU05051007","0505010000014968","122","woonfunctie"
"BU05051006","0505010000014969","146","woonfunctie"
"BU05051007","0505010000014970","122","woonfunctie"
"BU05051006","0505010000014971","86","woonfunctie"
"BU05051007","0505010000014972","129","woonfunctie"
"BU05051006","0505010000014973","100","woonfunctie"
"BU05051007","0505010000014974","150","woonfunctie"
"BU05051006","0505010000014975","117","woonfunctie"
"BU05051007","0505010000014976","150","woonfunctie"
"BU05051006","0505010000014977","117","woonfunctie"
"BU05051007","0505010000014978","150","woonfunctie"
"BU05051006","0505010000014979","112","woonfunctie"
"BU05051007","0505010000014980","150","woonfunctie"
"BU05051006","0505010000014981","93","woonfunctie"
"BU05051006","0505010000014982","16","overige gebruiksfunctie"
"BU05051006","0505010000014983","16","overige gebruiksfunctie"
"BU05051006","0505010000014984","16","overige gebruiksfunctie"
"BU05051006","0505010000014985","16","overige gebruiksfunctie"
"BU05051006","0505010000014986","16","overige gebruiksfunctie"
"BU05051006","0505010000014987","16","overige gebruiksfunctie"
"BU05051007","0505010000014988","150","woonfunctie"
"BU05051006","0505010000014989","112","woonfunctie"
"BU05051007","0505010000014990","150","woonfunctie"
"BU05051006","0505010000014991","106","woonfunctie"
"BU05051007","0505010000014992","150","woonfunctie"
"BU05051006","0505010000014993","100","woonfunctie"
"BU05051007","0505010000014994","150","woonfunctie"
"BU05051006","0505010000014995","102","woonfunctie"
"BU05051007","0505010000014996","124","woonfunctie"
"BU05051006","0505010000014997","86","woonfunctie"
"BU05051007","0505010000014998","150","woonfunctie"
"BU05051007","0505010000014999","166","woonfunctie"
"BU05051006","0505010000015000","197","woonfunctie"
"BU05051007","0505010000015001","150","woonfunctie"
"BU05051006","0505010000015002","138","woonfunctie"
"BU05051006","0505010000015003","149","woonfunctie"
"BU05051007","0505010000015004","27","overige gebruiksfunctie"
"BU05051006","0505010000015005","145","woonfunctie"
"BU05051007","0505010000015006","96","overige gebruiksfunctie"
"BU05051006","0505010000015007","167","woonfunctie"
"BU05051006","0505010000015008","146","woonfunctie"
"BU05051006","0505010000015009","146","woonfunctie"
"BU05051006","0505010000015010","172","woonfunctie"
"BU05051006","0505010000015011","148","woonfunctie"
"BU05051006","0505010000015012","143","woonfunctie"
"BU05051006","0505010000015013","143","woonfunctie"
"BU05051006","0505010000015014","143","woonfunctie"
"BU05051006","0505010000015015","152","woonfunctie"
"BU05051006","0505010000015016","146","woonfunctie"
"BU05051006","0505010000015017","166","woonfunctie"
"BU05051006","0505010000015018","143","woonfunctie"
"BU05051006","0505010000015019","166","woonfunctie"
