"bu_code","identificatie","oppervlakteverblijfsobject","gebruiksdoelverblijfsobject"
"BU05051105","0505010000047305","74","woonfunctie"
"BU05051105","0505010000047306","144","woonfunctie"
"BU05051105","0505010000047307","144","woonfunctie"
"BU05051105","0505010000047308","144","woonfunctie"
"BU05051105","0505010000047309","140","woonfunctie"
"BU05051105","0505010000047310","144","woonfunctie"
"BU05051105","0505010000047311","82","woonfunctie"
"BU05051105","0505010000047312","82","woonfunctie"
"BU05051105","0505010000047313","118","woonfunctie"
"BU05051105","0505010000047314","120","woonfunctie"
"BU05051105","0505010000047315","82","woonfunctie"
"BU05051105","0505010000047316","133","woonfunctie"
"BU05051105","0505010000047317","133","woonfunctie"
"BU05051105","0505010000047318","82","woonfunctie"
"BU05051105","0505010000047319","118","woonfunctie"
"BU05051105","0505010000047320","96","woonfunctie"
"BU05051105","0505010000047321","134","woonfunctie"
"BU05051105","0505010000047322","101","woonfunctie"
"BU05051105","0505010000047323","96","woonfunctie"
"BU05051105","0505010000047324","82","woonfunctie"
"BU05051105","0505010000047325","96","woonfunctie"
"BU05051105","0505010000047326","82","woonfunctie"
"BU05051105","0505010000047327","120","woonfunctie"
"BU05051105","0505010000047328","82","woonfunctie"
"BU05051105","0505010000047329","82","woonfunctie"
"BU05051105","0505010000047330","82","woonfunctie"
"BU05051105","0505010000047331","82","woonfunctie"
"BU05051105","0505010000047332","82","woonfunctie"
"BU05051105","0505010000047333","190","woonfunctie"
"BU05051105","0505010000047334","144","woonfunctie"
"BU05051105","0505010000047335","144","woonfunctie"
"BU05051105","0505010000047336","158","woonfunctie"
"BU05051105","0505010000047337","144","woonfunctie"
"BU05051105","0505010000047338","74","woonfunctie"
"BU05051105","0505010000047339","74","woonfunctie"
"BU05051105","0505010000047340","74","woonfunctie"
"BU05051105","0505010000047341","74","woonfunctie"
"BU05051105","0505010000047342","74","woonfunctie"
"BU05051105","0505010000047343","74","woonfunctie"
"BU05051105","0505010000047344","79","woonfunctie"
"BU05051105","0505010000047345","79","woonfunctie"
"BU05051105","0505010000047346","75","woonfunctie"
"BU05051105","0505010000047347","79","woonfunctie"
"BU05051105","0505010000047348","75","woonfunctie"
"BU05051105","0505010000047349","73","woonfunctie"
"BU05051105","0505010000047350","73","woonfunctie"
"BU05051105","0505010000047351","75","woonfunctie"
"BU05051105","0505010000047352","75","woonfunctie"
"BU05051105","0505010000047353","75","woonfunctie"
"BU05051105","0505010000047354","75","woonfunctie"
"BU05051105","0505010000047355","79","woonfunctie"
"BU05051105","0505010000047356","79","woonfunctie"
"BU05051105","0505010000047357","75","woonfunctie"
"BU05051105","0505010000047358","79","woonfunctie"
"BU05051105","0505010000047359","75","woonfunctie"
"BU05051105","0505010000047360","74","woonfunctie"
"BU05051105","0505010000047361","74","woonfunctie"
"BU05051105","0505010000047362","74","woonfunctie"
"BU05051105","0505010000047363","74","woonfunctie"
"BU05051105","0505010000047364","74","woonfunctie"
"BU05051105","0505010000047365","74","woonfunctie"
"BU05051105","0505010000047366","144","woonfunctie"
"BU05051105","0505010000047367","144","woonfunctie"
"BU05051105","0505010000047368","144","woonfunctie"
"BU05051105","0505010000047369","144","woonfunctie"
"BU05051105","0505010000047370","144","woonfunctie"
"BU05051105","0505010000047371","192","woonfunctie"
"BU05051105","0505010000047372","142","woonfunctie"
"BU05051105","0505010000047373","142","woonfunctie"
"BU05051105","0505010000047374","173","woonfunctie"
"BU05051105","0505010000047375","173","woonfunctie"
"BU05051105","0505010000047376","173","woonfunctie"
"BU05051105","0505010000047377","117","woonfunctie"
"BU05051105","0505010000047378","173","woonfunctie"
"BU05051105","0505010000047379","117","woonfunctie"
"BU05051105","0505010000047380","173","woonfunctie"
"BU05051105","0505010000047381","117","woonfunctie"
"BU05051105","0505010000047382","117","woonfunctie"
"BU05051105","0505010000047383","173","woonfunctie"
"BU05051105","0505010000047384","117","woonfunctie"
"BU05051105","0505010000047385","117","woonfunctie"
"BU05051105","0505010000047386","117","woonfunctie"
"BU05051105","0505010000047387","117","woonfunctie"
"BU05051105","0505010000047388","167","woonfunctie"
"BU05051105","0505010000047389","117","woonfunctie"
"BU05051105","0505010000047390","117","woonfunctie"
"BU05051105","0505010000047391","117","woonfunctie"
"BU05051105","0505010000047392","167","woonfunctie"
"BU05051105","0505010000047393","167","woonfunctie"
"BU05051105","0505010000047394","142","woonfunctie"
"BU05051105","0505010000047395","142","woonfunctie"
"BU05051105","0505010000047396","142","woonfunctie"
"BU05051105","0505010000047397","142","woonfunctie"
"BU05051105","0505010000047398","142","woonfunctie"
"BU05051105","0505010000047399","79","woonfunctie"
"BU05051105","0505010000047400","79","woonfunctie"
"BU05051105","0505010000047401","79","woonfunctie"
"BU05051105","0505010000047402","79","woonfunctie"
"BU05051105","0505010000047404","79","woonfunctie"
"BU05051105","0505010000047405","79","woonfunctie"
"BU05051105","0505010000047406","79","woonfunctie"
"BU05051105","0505010000047407","79","woonfunctie"
"BU05051105","0505010000047408","79","woonfunctie"
"BU05051105","0505010000047409","79","woonfunctie"
"BU05051105","0505010000047410","75","woonfunctie"
"BU05051105","0505010000047411","79","woonfunctie"
"BU05051105","0505010000047412","75","woonfunctie"
"BU05051105","0505010000047413","73","woonfunctie"
"BU05051105","0505010000047414","73","woonfunctie"
"BU05051105","0505010000047415","75","woonfunctie"
"BU05051105","0505010000047416","75","woonfunctie"
"BU05051105","0505010000047417","75","woonfunctie"
"BU05051105","0505010000047418","75","woonfunctie"
"BU05051105","0505010000047419","79","woonfunctie"
"BU05051105","0505010000047420","79","woonfunctie"
"BU05051105","0505010000047421","75","woonfunctie"
"BU05051105","0505010000047422","79","woonfunctie"
"BU05051105","0505010000047423","75","woonfunctie"
"BU05051105","0505010000047424","79","woonfunctie"
"BU05051105","0505010000047425","79","woonfunctie"
"BU05051105","0505010000047426","79","woonfunctie"
"BU05051105","0505010000047427","79","woonfunctie"
"BU05051105","0505010000047428","79","woonfunctie"
"BU05051105","0505010000047429","79","woonfunctie"
"BU05051105","0505010000047430","79","woonfunctie"
"BU05051105","0505010000047431","79","woonfunctie"
"BU05051105","0505010000047432","142","woonfunctie"
"BU05051105","0505010000047433","142","woonfunctie"
"BU05051105","0505010000047434","142","woonfunctie"
"BU05051105","0505010000047435","152","woonfunctie"
"BU05051105","0505010000047436","142","woonfunctie"
"BU05051105","0505010000047437","88","woonfunctie"
"BU05051105","0505010000047438","88","woonfunctie"
"BU05051105","0505010000047439","88","woonfunctie"
"BU05051105","0505010000047440","120","woonfunctie"
"BU05051105","0505010000047441","120","woonfunctie"
"BU05051105","0505010000047442","88","woonfunctie"
"BU05051105","0505010000047443","88","woonfunctie"
"BU05051105","0505010000047444","88","woonfunctie"
"BU05051105","0505010000047445","119","woonfunctie"
"BU05051105","0505010000047446","88","woonfunctie"
"BU05051105","0505010000047447","88","woonfunctie"
"BU05051105","0505010000047448","93","woonfunctie"
"BU05051105","0505010000047449","89","woonfunctie"
"BU05051105","0505010000047450","154","woonfunctie"
"BU05051105","0505010000047451","93","woonfunctie"
"BU05051105","0505010000047452","93","woonfunctie"
"BU05051105","0505010000047453","93","woonfunctie"
"BU05051105","0505010000047454","88","woonfunctie"
"BU05051105","0505010000047455","135","woonfunctie"
"BU05051105","0505010000047456","135","woonfunctie"
"BU05051105","0505010000047457","88","woonfunctie"
"BU05051105","0505010000047458","88","woonfunctie"
"BU05051105","0505010000047459","88","woonfunctie"
"BU05051105","0505010000047460","88","woonfunctie"
"BU05051105","0505010000047461","88","woonfunctie"
"BU05051105","0505010000047462","88","woonfunctie"
"BU05051105","0505010000047463","142","woonfunctie"
"BU05051105","0505010000047464","142","woonfunctie"
"BU05051105","0505010000047465","142","woonfunctie"
"BU05051105","0505010000047466","142","woonfunctie"
"BU05051105","0505010000047467","161","woonfunctie"
"BU05051105","0505010000047468","132","woonfunctie"
"BU05051105","0505010000047469","95","woonfunctie"
"BU05051105","0505010000047470","132","woonfunctie"
"BU05051105","0505010000047471","132","woonfunctie"
"BU05051105","0505010000047472","95","woonfunctie"
"BU05051105","0505010000047473","95","woonfunctie"
"BU05051105","0505010000047474","95","woonfunctie"
"BU05051105","0505010000047475","95","woonfunctie"
"BU05051105","0505010000047476","95","woonfunctie"
"BU05051105","0505010000047477","132","woonfunctie"
"BU05051105","0505010000047478","132","woonfunctie"
"BU05051105","0505010000047479","95","woonfunctie"
"BU05051105","0505010000047480","138","woonfunctie"
"BU05051105","0505010000047481","103","woonfunctie"
"BU05051105","0505010000047482","102","woonfunctie"
"BU05051105","0505010000047483","86","woonfunctie"
"BU05051105","0505010000047484","86","woonfunctie"
"BU05051105","0505010000047485","102","woonfunctie"
"BU05051105","0505010000047486","102","woonfunctie"
"BU05051105","0505010000047487","86","woonfunctie"
"BU05051105","0505010000047488","86","woonfunctie"
"BU05051105","0505010000047489","102","woonfunctie"
"BU05051105","0505010000047490","102","woonfunctie"
"BU05051105","0505010000047491","86","woonfunctie"
"BU05051105","0505010000047492","86","woonfunctie"
"BU05051105","0505010000047493","102","woonfunctie"
"BU05051105","0505010000047494","102","woonfunctie"
"BU05051105","0505010000047495","86","woonfunctie"
"BU05051105","0505010000047496","86","woonfunctie"
"BU05051105","0505010000047497","102","woonfunctie"
"BU05051105","0505010000047498","102","woonfunctie"
"BU05051105","0505010000047499","86","woonfunctie"
"BU05051105","0505010000047500","86","woonfunctie"
"BU05051105","0505010000047501","102","woonfunctie"
"BU05051105","0505010000047502","143","woonfunctie"
"BU05051105","0505010000047503","143","woonfunctie"
"BU05051105","0505010000047504","143","woonfunctie"
"BU05051105","0505010000047505","143","woonfunctie"
"BU05051105","0505010000047506","143","woonfunctie"
"BU05051105","0505010000047507","143","woonfunctie"
"BU05051105","0505010000047508","143","woonfunctie"
"BU05051105","0505010000047509","143","woonfunctie"
"BU05051105","0505010000047510","143","woonfunctie"
"BU05051105","0505010000047511","143","woonfunctie"
"BU05051105","0505010000047512","143","woonfunctie"
"BU05051105","0505010000047513","143","woonfunctie"
"BU05051105","0505010000047514","143","woonfunctie"
"BU05051105","0505010000047515","143","woonfunctie"
"BU05051105","0505010000047516","103","woonfunctie"
"BU05051105","0505010000047517","102","woonfunctie"
"BU05051105","0505010000047518","86","woonfunctie"
"BU05051105","0505010000047519","86","woonfunctie"
"BU05051105","0505010000047520","102","woonfunctie"
"BU05051105","0505010000047521","102","woonfunctie"
"BU05051105","0505010000047522","86","woonfunctie"
"BU05051105","0505010000047523","86","woonfunctie"
"BU05051105","0505010000047524","102","woonfunctie"
"BU05051105","0505010000047525","102","woonfunctie"
"BU05051105","0505010000047526","86","woonfunctie"
"BU05051105","0505010000047527","86","woonfunctie"
"BU05051105","0505010000047528","102","woonfunctie"
"BU05051105","0505010000047529","102","woonfunctie"
"BU05051105","0505010000047530","86","woonfunctie"
"BU05051105","0505010000047531","86","woonfunctie"
"BU05051105","0505010000047532","102","woonfunctie"
"BU05051105","0505010000047533","102","woonfunctie"
"BU05051105","0505010000047534","86","woonfunctie"
"BU05051105","0505010000047535","86","woonfunctie"
"BU05051105","0505010000047536","102","woonfunctie"
"BU05051105","0505010000047537","143","woonfunctie"
"BU05051105","0505010000047538","143","woonfunctie"
"BU05051105","0505010000047539","143","woonfunctie"
"BU05051105","0505010000047540","143","woonfunctie"
"BU05051105","0505010000047541","143","woonfunctie"
"BU05051105","0505010000047542","143","woonfunctie"
"BU05051105","0505010000047543","143","woonfunctie"
"BU05051105","0505010000047544","143","woonfunctie"
"BU05051105","0505010000047545","143","woonfunctie"
"BU05051105","0505010000047546","143","woonfunctie"
"BU05051105","0505010000047547","143","woonfunctie"
"BU05051105","0505010000047548","143","woonfunctie"
"BU05051105","0505010000047549","143","woonfunctie"
"BU05051105","0505010000047550","143","woonfunctie"
"BU05051105","0505010000047551","103","woonfunctie"
"BU05051105","0505010000047552","102","woonfunctie"
"BU05051105","0505010000047553","86","woonfunctie"
"BU05051105","0505010000047554","86","woonfunctie"
"BU05051105","0505010000047555","102","woonfunctie"
"BU05051105","0505010000047556","102","woonfunctie"
"BU05051105","0505010000047557","86","woonfunctie"
"BU05051105","0505010000047558","86","woonfunctie"
"BU05051105","0505010000047559","102","woonfunctie"
"BU05051105","0505010000047560","102","woonfunctie"
"BU05051105","0505010000047561","86","woonfunctie"
"BU05051105","0505010000047562","86","woonfunctie"
"BU05051105","0505010000047563","102","woonfunctie"
"BU05051105","0505010000047564","102","woonfunctie"
"BU05051105","0505010000047565","86","woonfunctie"
"BU05051105","0505010000047566","86","woonfunctie"
"BU05051105","0505010000047567","102","woonfunctie"
"BU05051105","0505010000047568","102","woonfunctie"
"BU05051105","0505010000047569","86","woonfunctie"
"BU05051105","0505010000047570","86","woonfunctie"
"BU05051105","0505010000047571","102","woonfunctie"
"BU05051105","0505010000047572","185","woonfunctie"
"BU05051105","0505010000047573","127","woonfunctie"
"BU05051105","0505010000047574","127","woonfunctie"
"BU05051105","0505010000047575","127","woonfunctie"
"BU05051105","0505010000047576","121","woonfunctie"
"BU05051105","0505010000047577","125","woonfunctie"
"BU05051105","0505010000047578","127","woonfunctie"
"BU05051105","0505010000047579","127","woonfunctie"
"BU05051105","0505010000047580","127","woonfunctie"
"BU05051105","0505010000047581","153","woonfunctie"
"BU05051105","0505010000047582","153","woonfunctie"
"BU05051105","0505010000047583","142","woonfunctie"
"BU05051105","0505010000047584","142","woonfunctie"
"BU05051105","0505010000047585","142","woonfunctie"
"BU05051105","0505010000047586","142","woonfunctie"
"BU05051105","0505010000047587","117","woonfunctie"
"BU05051105","0505010000047588","117","woonfunctie"
"BU05051105","0505010000047589","117","woonfunctie"
"BU05051105","0505010000047590","117","woonfunctie"
"BU05051105","0505010000047591","117","woonfunctie"
"BU05051105","0505010000047592","117","woonfunctie"
"BU05051105","0505010000047593","117","woonfunctie"
"BU05051105","0505010000047594","167","woonfunctie"
"BU05051105","0505010000047595","167","woonfunctie"
"BU05051105","0505010000047596","117","woonfunctie"
"BU05051903","0505010000047600","64","industriefunctie"
"BU05051903","0505010000047606","267","industriefunctie"
"BU05051903","0505010000047613","205","industriefunctie"
"BU05051903","0505010000047619","143","industriefunctie"
"BU05051903","0505010000047620","392","industriefunctie"
"BU05051006","0505010000047625","348","kantoorfunctie"
"BU05051006","0505010000047626","123","woonfunctie"
"BU05051006","0505010000047627","150","winkelfunctie"
"BU05051006","0505010000047628","159","woonfunctie"
"BU05051006","0505010000047629","1297","woonfunctie"
"BU05051006","0505010000047629","1297","industriefunctie"
"BU05051006","0505010000047631","87","woonfunctie"
"BU05051006","0505010000047632","980","kantoorfunctie"
"BU05051006","0505010000047636","86","woonfunctie"
"BU05051006","0505010000047637","180","winkelfunctie"
"BU05051006","0505010000047638","134","woonfunctie"
"BU05051006","0505010000047639","92","woonfunctie"
"BU05051006","0505010000047640","92","woonfunctie"
"BU05051006","0505010000047641","92","woonfunctie"
"BU05051006","0505010000047642","105","woonfunctie"
"BU05051006","0505010000047643","187","woonfunctie"
"BU05051006","0505010000047645","98","woonfunctie"
"BU05051006","0505010000047646","126","woonfunctie"
"BU05051006","0505010000047647","112","woonfunctie"
"BU05051006","0505010000047649","105","woonfunctie"
"BU05051006","0505010000047650","125","woonfunctie"
"BU05051006","0505010000047651","92","woonfunctie"
"BU05051006","0505010000047652","87","woonfunctie"
"BU05051006","0505010000047653","81","woonfunctie"
"BU05051006","0505010000047654","100","woonfunctie"
"BU05051006","0505010000047655","265","woonfunctie"
"BU05051006","0505010000047655","265","winkelfunctie"
"BU05051006","0505010000047656","175","woonfunctie"
"BU05051006","0505010000047657","87","woonfunctie"
"BU05051006","0505010000047658","256","woonfunctie"
"BU05051006","0505010000047659","82","woonfunctie"
"BU05051006","0505010000047660","138","woonfunctie"
"BU05051006","0505010000047661","28","overige gebruiksfunctie"
"BU05051006","0505010000047662","122","woonfunctie"
"BU05051006","0505010000047663","119","woonfunctie"
"BU05051006","0505010000047664","222","woonfunctie"
"BU05051006","0505010000047664","222","industriefunctie"
"BU05051006","0505010000047666","123","woonfunctie"
"BU05051006","0505010000047667","92","woonfunctie"
"BU05051006","0505010000047668","116","woonfunctie"
"BU05051006","0505010000047669","81","woonfunctie"
"BU05051006","0505010000047670","105","woonfunctie"
"BU05051006","0505010000047671","90","woonfunctie"
"BU05051006","0505010000047672","105","woonfunctie"
"BU05051006","0505010000047674","185","woonfunctie"
"BU05051006","0505010000047675","80","woonfunctie"
"BU05051006","0505010000047676","202","woonfunctie"
"BU05051006","0505010000047678","85","woonfunctie"
"BU05051006","0505010000047679","185","woonfunctie"
"BU05051006","0505010000047680","130","woonfunctie"
"BU05051006","0505010000047681","298","woonfunctie"
"BU05051006","0505010000047683","136","woonfunctie"
"BU05051006","0505010000047684","79","woonfunctie"
"BU05051006","0505010000047685","159","woonfunctie"
"BU05051006","0505010000047686","92","woonfunctie"
"BU05051006","0505010000047687","108","woonfunctie"
"BU05051006","0505010000047688","95","woonfunctie"
"BU05051006","0505010000047689","107","woonfunctie"
"BU05051006","0505010000047690","108","woonfunctie"
"BU05051006","0505010000047691","114","woonfunctie"
"BU05051006","0505010000047692","102","woonfunctie"
"BU05051006","0505010000047693","84","woonfunctie"
"BU05051006","0505010000047694","86","woonfunctie"
"BU05051006","0505010000047695","133","woonfunctie"
"BU05051006","0505010000047696","109","woonfunctie"
"BU05051006","0505010000047697","100","woonfunctie"
"BU05051006","0505010000047698","93","woonfunctie"
"BU05051006","0505010000047699","118","woonfunctie"
"BU05051006","0505010000047700","84","woonfunctie"
"BU05051006","0505010000047701","94","woonfunctie"
"BU05051006","0505010000047702","89","woonfunctie"
"BU05051006","0505010000047703","91","woonfunctie"
"BU05051006","0505010000047704","100","woonfunctie"
"BU05051006","0505010000047705","106","woonfunctie"
"BU05051006","0505010000047706","179","woonfunctie"
"BU05050502","0505010000047709","54","industriefunctie"
"BU05050502","0505010000047710","121","woonfunctie"
"BU05050502","0505010000047712","70","woonfunctie"
"BU05050502","0505010000047713","93","woonfunctie"
"BU05050502","0505010000047714","89","woonfunctie"
"BU05050502","0505010000047715","91","woonfunctie"
"BU05050502","0505010000047716","92","woonfunctie"
"BU05050502","0505010000047717","86","woonfunctie"
"BU05050502","0505010000047718","77","woonfunctie"
"BU05050502","0505010000047719","85","woonfunctie"
"BU05050502","0505010000047720","82","woonfunctie"
"BU05050502","0505010000047721","86","woonfunctie"
"BU05050502","0505010000047722","71","woonfunctie"
"BU05050502","0505010000047723","86","woonfunctie"
"BU05050502","0505010000047724","101","woonfunctie"
"BU05050502","0505010000047725","86","woonfunctie"
"BU05050502","0505010000047726","113","woonfunctie"
"BU05050502","0505010000047727","86","woonfunctie"
"BU05050502","0505010000047728","59","woonfunctie"
"BU05050502","0505010000047729","97","woonfunctie"
"BU05050502","0505010000047730","55","woonfunctie"
"BU05050502","0505010000047732","25","woonfunctie"
"BU05050502","0505010000047732","25","winkelfunctie"
"BU05050502","0505010000047734","46","woonfunctie"
"BU05050502","0505010000047735","31","woonfunctie"
"BU05050502","0505010000047739","88","woonfunctie"
"BU05050502","0505010000047740","131","woonfunctie"
"BU05050502","0505010000047741","89","woonfunctie"
"BU05050502","0505010000047742","78","woonfunctie"
"BU05050502","0505010000047743","101","woonfunctie"
"BU05050502","0505010000047744","73","woonfunctie"
"BU05050502","0505010000047745","97","woonfunctie"
"BU05050502","0505010000047746","88","woonfunctie"
"BU05050502","0505010000047747","156","industriefunctie"
"BU05050502","0505010000047748","83","woonfunctie"
"BU05050502","0505010000047749","88","woonfunctie"
"BU05050502","0505010000047750","85","woonfunctie"
"BU05050502","0505010000047751","78","woonfunctie"
"BU05050502","0505010000047753","69","woonfunctie"
"BU05050502","0505010000047754","73","woonfunctie"
"BU05050502","0505010000047755","67","woonfunctie"
"BU05050502","0505010000047756","68","woonfunctie"
"BU05050502","0505010000047757","145","woonfunctie"
"BU05050502","0505010000047759","133","woonfunctie"
"BU05050502","0505010000047760","105","industriefunctie"
"BU05050502","0505010000047761","79","woonfunctie"
"BU05050502","0505010000047762","74","woonfunctie"
"BU05050502","0505010000047763","95","woonfunctie"
"BU05050502","0505010000047764","71","woonfunctie"
"BU05050502","0505010000047765","77","woonfunctie"
"BU05050502","0505010000047766","84","woonfunctie"
"BU05050502","0505010000047767","77","woonfunctie"
"BU05050502","0505010000047768","79","woonfunctie"
"BU05050502","0505010000047791","36","winkelfunctie"
"BU05050503","0505010000047792","176","woonfunctie"
"BU05050502","0505010000047793","184","kantoorfunctie"
"BU05050502","0505010000047795","140","woonfunctie"
"BU05050503","0505010000047796","200","woonfunctie"
"BU05050502","0505010000047797","134","woonfunctie"
"BU05050503","0505010000047798","226","woonfunctie"
"BU05050502","0505010000047799","61","winkelfunctie"
"BU05050503","0505010000047800","108","woonfunctie"
"BU05050503","0505010000047801","112","woonfunctie"
"BU05050502","0505010000047802","105","woonfunctie"
"BU05050503","0505010000047803","118","woonfunctie"
"BU05050502","0505010000047804","202","winkelfunctie"
"BU05050503","0505010000047805","121","woonfunctie"
"BU05050502","0505010000047807","62","woonfunctie"
"BU05050503","0505010000047808","130","woonfunctie"
"BU05050502","0505010000047809","141","woonfunctie"
"BU05050503","0505010000047810","130","woonfunctie"
"BU05050502","0505010000047811","144","woonfunctie"
"BU05050503","0505010000047812","110","woonfunctie"
"BU05050503","0505010000047813","116","winkelfunctie"
"BU05050502","0505010000047814","108","winkelfunctie"
"BU05050503","0505010000047815","135","woonfunctie"
"BU05050502","0505010000047816","101","woonfunctie"
"BU05050503","0505010000047817","249","woonfunctie"
"BU05050502","0505010000047818","98","winkelfunctie"
"BU05050502","0505010000047819","80","woonfunctie"
"BU05050503","0505010000047820","193","woonfunctie"
"BU05050502","0505010000047821","248","winkelfunctie"
"BU05050503","0505010000047822","94","woonfunctie"
"BU05050502","0505010000047823","105","winkelfunctie"
"BU05050502","0505010000047824","78","woonfunctie"
"BU05050503","0505010000047825","240","woonfunctie"
"BU05050502","0505010000047826","75","woonfunctie"
"BU05050502","0505010000047827","69","woonfunctie"
"BU05050503","0505010000047828","249","woonfunctie"
"BU05050502","0505010000047831","102","winkelfunctie"
"BU05050503","0505010000047832","248","woonfunctie"
"BU05050502","0505010000047833","48","woonfunctie"
"BU05050502","0505010000047833","48","winkelfunctie"
"BU05050503","0505010000047834","248","woonfunctie"
"BU05050502","0505010000047835","400","winkelfunctie"
"BU05050503","0505010000047837","108","woonfunctie"
"BU05050503","0505010000047838","144","woonfunctie"
"BU05050502","0505010000047839","39","winkelfunctie"
"BU05050502","0505010000047841","89","winkelfunctie"
"BU05050502","0505010000047843","121","winkelfunctie"
"BU05050503","0505010000047844","95","woonfunctie"
"BU05050502","0505010000047845","93","woonfunctie"
"BU05050503","0505010000047846","161","woonfunctie"
"BU05050502","0505010000047847","96","woonfunctie"
"BU05050503","0505010000047848","274","woonfunctie"
"BU05050502","0505010000047849","37","woonfunctie"
"BU05050502","0505010000047850","282","winkelfunctie"
"BU05050502","0505010000047851","41","woonfunctie"
"BU05050503","0505010000047852","274","woonfunctie"
"BU05050502","0505010000047853","213","winkelfunctie"
"BU05050503","0505010000047855","269","woonfunctie"
"BU05050502","0505010000047856","97","bijeenkomstfunctie"
"BU05050502","0505010000047857","321","winkelfunctie"
"BU05050503","0505010000047858","104","woonfunctie"
"BU05050503","0505010000047861","144","woonfunctie"
"BU05050502","0505010000047862","121","winkelfunctie"
"BU05050503","0505010000047863","274","woonfunctie"
"BU05050502","0505010000047864","109","winkelfunctie"
"BU05050502","0505010000047866","128","bijeenkomstfunctie"
"BU05050502","0505010000047867","92","woonfunctie"
"BU05050503","0505010000047868","287","woonfunctie"
"BU05050502","0505010000047869","93","winkelfunctie"
"BU05050503","0505010000047870","143","woonfunctie"
"BU05050502","0505010000047871","116","winkelfunctie"
"BU05050503","0505010000047872","126","winkelfunctie"
"BU05050503","0505010000047874","200","woonfunctie"
"BU05050502","0505010000047875","189","woonfunctie"
"BU05050503","0505010000047876","140","winkelfunctie"
"BU05050502","0505010000047877","103","woonfunctie"
"BU05050503","0505010000047878","86","woonfunctie"
"BU05050502","0505010000047879","96","woonfunctie"
"BU05050503","0505010000047880","161","woonfunctie"
"BU05050502","0505010000047881","100","woonfunctie"
"BU05050503","0505010000047882","86","woonfunctie"
"BU05050502","0505010000047883","133","woonfunctie"
"BU05050503","0505010000047884","161","woonfunctie"
"BU05050502","0505010000047885","135","woonfunctie"
"BU05050503","0505010000047886","86","woonfunctie"
"BU05050502","0505010000047887","149","woonfunctie"
"BU05050503","0505010000047888","161","woonfunctie"
"BU05050502","0505010000047889","122","woonfunctie"
"BU05050503","0505010000047890","86","woonfunctie"
"BU05050502","0505010000047891","113","woonfunctie"
"BU05050503","0505010000047892","161","woonfunctie"
"BU05050502","0505010000047893","134","woonfunctie"
"BU05050503","0505010000047894","86","woonfunctie"
"BU05050502","0505010000047897","168","woonfunctie"
"BU05050502","0505010000047898","17","overige gebruiksfunctie"
"BU05050503","0505010000047899","150","woonfunctie"
"BU05050502","0505010000047900","136","woonfunctie"
"BU05050503","0505010000047901","303","bijeenkomstfunctie"
"BU05050502","0505010000047903","132","woonfunctie"
"BU05050504","0505010000047904","235","woonfunctie"
"BU05050502","0505010000047905","130","woonfunctie"
"BU05050504","0505010000047906","201","woonfunctie"
"BU05050502","0505010000047908","140","woonfunctie"
"BU05050502","0505010000047908","140","kantoorfunctie"
"BU05050504","0505010000047909","217","woonfunctie"
"BU05050502","0505010000047912","320","woonfunctie"
"BU05050504","0505010000047913","142","woonfunctie"
"BU05050502","0505010000047914","166","woonfunctie"
"BU05050504","0505010000047916","82","woonfunctie"
"BU05050502","0505010000047917","167","woonfunctie"
"BU05050504","0505010000047918","217","woonfunctie"
"BU05050502","0505010000047919","166","woonfunctie"
"BU05050502","0505010000047920","157","woonfunctie"
"BU05050504","0505010000047921","217","woonfunctie"
"BU05050502","0505010000047922","133","woonfunctie"
"BU05050502","0505010000047923","133","woonfunctie"
"BU05050504","0505010000047924","148","woonfunctie"
"BU05050502","0505010000047925","157","woonfunctie"
"BU05050504","0505010000047926","140","woonfunctie"
"BU05050502","0505010000047927","262","woonfunctie"
"BU05050504","0505010000047928","140","woonfunctie"
"BU05050502","0505010000047929","200","woonfunctie"
"BU05050504","0505010000047930","176","woonfunctie"
"BU05050502","0505010000047931","202","woonfunctie"
"BU05050504","0505010000047932","176","woonfunctie"
"BU05050502","0505010000047933","198","woonfunctie"
"BU05050504","0505010000047934","140","woonfunctie"
"BU05050502","0505010000047935","167","woonfunctie"
"BU05050504","0505010000047936","140","woonfunctie"
"BU05050502","0505010000047937","128","woonfunctie"
"BU05050504","0505010000047938","140","woonfunctie"
"BU05050502","0505010000047939","290","winkelfunctie"
"BU05050504","0505010000047940","85","woonfunctie"
"BU05050502","0505010000047941","182","woonfunctie"
"BU05050504","0505010000047942","96","woonfunctie"
"BU05050502","0505010000047943","139","woonfunctie"
"BU05050504","0505010000047944","95","woonfunctie"
"BU05050502","0505010000047945","127","woonfunctie"
"BU05050504","0505010000047946","79","woonfunctie"
"BU05050502","0505010000047947","127","woonfunctie"
"BU05050504","0505010000047948","85","woonfunctie"
"BU05050502","0505010000047949","126","woonfunctie"
"BU05050504","0505010000047950","95","woonfunctie"
"BU05050502","0505010000047951","128","woonfunctie"
"BU05050502","0505010000047953","126","woonfunctie"
"BU05050504","0505010000047954","205","woonfunctie"
"BU05050502","0505010000047955","130","woonfunctie"
"BU05050502","0505010000047956","127","woonfunctie"
"BU05050504","0505010000047957","260","woonfunctie"
"BU05050502","0505010000047958","127","woonfunctie"
"BU05050504","0505010000047963","175","woonfunctie"
"BU05050504","0505010000047964","255","woonfunctie"
"BU05050502","0505010000047965","224","woonfunctie"
"BU05050504","0505010000047967","95","woonfunctie"
