ID;Geslacht;Leeftijd;RegioS;Perioden;TotaalInParticuliereHuishoudens_2;ThuiswonendKind_3;Alleenstaand_4;TotaalSamenwonendePersonen_5;PartnerInNietGehuwdPaarZonderKi_6;PartnerInGehuwdPaarZonderKinderen_7;PartnerInNietGehuwdPaarMetKinderen_8;PartnerInGehuwdPaarMetKinderen_9;OuderInEenouderhuishouden_10;OverigLidHuishouden_11
102563;T001038;30 - 35 jaar;GM0164;2020JJ00;4772;286;1182;3062;782;347;623;1310;178;64
102584;T001038;30 - 35 jaar;GM0796;2020JJ00;10811;589;2506;7155;2283;848;1508;2516;383;178
102605;T001038;30 - 35 jaar;GM0251;2020JJ00;;;;;;;;;;
102626;T001038;30 - 35 jaar;GM0252;2020JJ00;683;53;121;489;102;42;119;226;15;5
102647;T001038;30 - 35 jaar;GM0797;2020JJ00;2465;169;385;1801;366;182;470;783;75;35
102668;T001038;30 - 35 jaar;GM0920;2020JJ00;;;;;;;;;;
102689;T001038;30 - 35 jaar;GM0534;2020JJ00;1425;77;284;999;235;96;245;423;47;18
102710;T001038;30 - 35 jaar;GM0798;2020JJ00;732;59;102;550;131;52;121;246;13;8
102731;T001038;30 - 35 jaar;GM0402;2020JJ00;6009;284;1506;3927;1048;576;729;1574;213;79
102752;T001038;30 - 35 jaar;GM1963;2020JJ00;4507;294;625;3432;585;369;601;1877;111;45
102773;T001038;30 - 35 jaar;GM1735;2020JJ00;1537;135;229;1116;266;90;333;427;38;19
102794;T001038;30 - 35 jaar;GM1966;2020JJ00;2195;146;362;1588;241;139;366;842;87;12
102815;T001038;30 - 35 jaar;GM1911;2020JJ00;2661;199;503;1829;341;158;447;883;107;23
102836;T001038;30 - 35 jaar;GM0165;2020JJ00;;;;;;;;;;
102857;T001038;30 - 35 jaar;GM0675;2020JJ00;;;;;;;;;;
102878;T001038;30 - 35 jaar;GM0118;2020JJ00;3108;197;547;2177;325;170;507;1175;158;29
102899;T001038;30 - 35 jaar;GM0018;2020JJ00;;;;;;;;;;
102920;T001038;30 - 35 jaar;GM0405;2020JJ00;4649;291;913;3114;679;280;816;1339;239;92
102941;T001038;30 - 35 jaar;GM0923;2020JJ00;;;;;;;;;;
102962;T001038;30 - 35 jaar;GM1507;2020JJ00;2258;194;400;1589;378;162;443;606;53;22
102983;T001038;30 - 35 jaar;GM0321;2020JJ00;2809;193;398;2121;436;245;410;1030;75;22
103004;T001038;30 - 35 jaar;GM0255;2020JJ00;;;;;;;;;;
103025;T001038;30 - 35 jaar;GM0406;2020JJ00;2005;197;303;1390;281;138;271;700;86;29
103046;T001038;30 - 35 jaar;GM0677;2020JJ00;1359;92;237;982;202;89;251;440;47;1
103067;T001038;30 - 35 jaar;GM0256;2020JJ00;;;;;;;;;;
103088;T001038;30 - 35 jaar;GM0925;2020JJ00;;;;;;;;;;
103109;T001038;30 - 35 jaar;GM0195;2020JJ00;;;;;;;;;;
103130;T001038;30 - 35 jaar;GM0191;2020JJ00;;;;;;;;;;
103151;T001038;30 - 35 jaar;GM0353;2020JJ00;1670;116;267;1184;247;107;275;555;85;18
103172;T001038;30 - 35 jaar;GM0645;2020JJ00;;;;;;;;;;
103193;T001038;30 - 35 jaar;GM1884;2020JJ00;1500;100;252;1092;255;130;257;450;43;13
103214;T001038;30 - 35 jaar;GM0166;2020JJ00;3525;170;585;2642;317;322;298;1705;111;17
103235;T001038;30 - 35 jaar;GM0678;2020JJ00;622;35;76;494;65;45;61;323;14;3
103256;T001038;30 - 35 jaar;GM0537;2020JJ00;4183;293;604;3137;443;327;436;1931;101;48
103277;T001038;30 - 35 jaar;GM0928;2020JJ00;2599;189;617;1549;295;161;420;673;209;35
103298;T001038;30 - 35 jaar;GM0929;2020JJ00;;;;;;;;;;
103319;T001038;30 - 35 jaar;GM0258;2020JJ00;;;;;;;;;;
103340;T001038;30 - 35 jaar;GM1598;2020JJ00;1158;93;170;860;164;68;239;389;28;7
103361;T001038;30 - 35 jaar;GM0079;2020JJ00;;;;;;;;;;
103382;T001038;30 - 35 jaar;GM0588;2020JJ00;;;;;;;;;;
103403;T001038;30 - 35 jaar;GM0542;2020JJ00;1541;114;180;1132;118;124;192;698;95;20
103424;T001038;30 - 35 jaar;GM1931;2020JJ00;3048;183;499;2252;362;229;376;1285;92;22
103445;T001038;30 - 35 jaar;GM1659;2020JJ00;1180;91;175;884;226;61;229;368;22;8
103466;T001038;30 - 35 jaar;GM1685;2020JJ00;821;76;108;609;131;57;171;250;14;14
103487;T001038;30 - 35 jaar;GM0882;2020JJ00;2034;175;319;1370;283;117;344;626;148;22
103508;T001038;30 - 35 jaar;GM0415;2020JJ00;556;57;63;396;63;34;129;170;29;11
103529;T001038;30 - 35 jaar;GM0416;2020JJ00;1478;103;213;1069;201;86;321;461;68;25
103550;T001038;30 - 35 jaar;GM1621;2020JJ00;3334;176;310;2698;381;255;636;1426;114;36
103571;T001038;30 - 35 jaar;GM0417;2020JJ00;338;34;50;226;48;26;63;89;15;13
103592;T001038;30 - 35 jaar;GM0022;2020JJ00;;;;;;;;;;
103613;T001038;30 - 35 jaar;GM0545;2020JJ00;;;;;;;;;;
103634;T001038;30 - 35 jaar;GM0326;2020JJ00;;;;;;;;;;
103655;T001038;30 - 35 jaar;GM0080;2020JJ00;7780;335;2232;4681;1332;442;1213;1694;462;70
103676;T001038;30 - 35 jaar;GM0081;2020JJ00;;;;;;;;;;
103697;T001038;30 - 35 jaar;GM0546;2020JJ00;9320;391;3065;5428;2128;804;860;1636;283;153
103718;T001038;30 - 35 jaar;GM0547;2020JJ00;1392;86;229;1027;226;117;209;475;31;19
103739;T001038;30 - 35 jaar;GM0548;2020JJ00;;;;;;;;;;
103760;T001038;30 - 35 jaar;GM1916;2020JJ00;4590;324;956;3011;784;463;557;1207;225;74
103781;T001038;30 - 35 jaar;GM0995;2020JJ00;4853;381;868;3107;570;287;882;1368;370;127
103802;T001038;30 - 35 jaar;GM0082;2020JJ00;;;;;;;;;;
103823;T001038;30 - 35 jaar;GM1640;2020JJ00;1713;147;275;1235;260;135;389;451;39;17
103844;T001038;30 - 35 jaar;GM0327;2020JJ00;1513;82;214;1159;217;136;219;587;34;24
103865;T001038;30 - 35 jaar;GM0260;2020JJ00;;;;;;;;;;
103886;T001038;30 - 35 jaar;GM1673;2020JJ00;;;;;;;;;;
103907;T001038;30 - 35 jaar;GM0552;2020JJ00;;;;;;;;;;
103928;T001038;30 - 35 jaar;GM0694;2020JJ00;;;;;;;;;;
103949;T001038;30 - 35 jaar;GM0418;2020JJ00;;;;;;;;;;
103970;T001038;30 - 35 jaar;GM0733;2020JJ00;;;;;;;;;;
103991;T001038;30 - 35 jaar;GM1705;2020JJ00;2204;175;287;1659;353;174;428;704;64;19
104012;T001038;30 - 35 jaar;GM0553;2020JJ00;1255;84;197;912;211;92;205;404;43;19
104033;T001038;30 - 35 jaar;GM0808;2020JJ00;;;;;;;;;;
104054;T001038;30 - 35 jaar;GM0140;2020JJ00;;;;;;;;;;
104075;T001038;30 - 35 jaar;GM0262;2020JJ00;1252;93;185;933;176;105;227;425;27;14
104096;T001038;30 - 35 jaar;GM0329;2020JJ00;;;;;;;;;;
104117;T001038;30 - 35 jaar;GM0809;2020JJ00;1280;91;178;950;185;87;259;419;47;14
104138;T001038;30 - 35 jaar;GM0330;2020JJ00;;;;;;;;;;
104159;T001038;30 - 35 jaar;GM0331;2020JJ00;739;76;91;541;91;54;134;262;24;7
104180;T001038;30 - 35 jaar;GM0024;2020JJ00;458;17;73;340;74;32;72;162;23;5
104201;T001038;30 - 35 jaar;GM0168;2020JJ00;1113;97;158;800;130;82;221;367;49;9
104222;T001038;30 - 35 jaar;GM0332;2020JJ00;;;;;;;;;;
104243;T001038;30 - 35 jaar;GM0333;2020JJ00;;;;;;;;;;
104264;T001038;30 - 35 jaar;GM0334;2020JJ00;;;;;;;;;;
104285;T001038;30 - 35 jaar;GM0933;2020JJ00;;;;;;;;;;
104306;T001038;30 - 35 jaar;GM0934;2020JJ00;;;;;;;;;;
104327;T001038;30 - 35 jaar;GM1671;2020JJ00;;;;;;;;;;
104348;T001038;30 - 35 jaar;GM0263;2020JJ00;1410;107;252;1002;218;94;289;401;33;16
104369;T001038;30 - 35 jaar;GM1641;2020JJ00;1246;126;214;859;221;86;239;313;40;7
104390;T001038;30 - 35 jaar;GM0555;2020JJ00;;;;;;;;;;
104411;T001038;30 - 35 jaar;GM0556;2020JJ00;2000;131;326;1391;256;171;281;683;116;36
104432;T001038;30 - 35 jaar;GM0935;2020JJ00;7015;386;2303;3941;1328;481;826;1306;299;86
104453;T001038;30 - 35 jaar;GM0936;2020JJ00;;;;;;;;;;
104474;T001038;30 - 35 jaar;GM0169;2020JJ00;;;;;;;;;;
104495;T001038;30 - 35 jaar;GM1663;2020JJ00;;;;;;;;;;
104516;T001038;30 - 35 jaar;GM0025;2020JJ00;;;;;;;;;;
104537;T001038;30 - 35 jaar;GM0420;2020JJ00;2316;176;382;1641;322;143;477;699;94;23
104558;T001038;30 - 35 jaar;GM0993;2020JJ00;;;;;;;;;;
104579;T001038;30 - 35 jaar;GM0938;2020JJ00;828;88;140;577;132;50;175;220;20;3
104600;T001038;30 - 35 jaar;GM1948;2020JJ00;4676;279;762;3446;787;281;975;1403;132;57
104621;T001038;30 - 35 jaar;GM0941;2020JJ00;;;;;;;;;;
104642;T001038;30 - 35 jaar;GM0083;2020JJ00;;;;;;;;;;
104663;T001038;30 - 35 jaar;GM1908;2020JJ00;;;;;;;;;;
104684;T001038;30 - 35 jaar;GM1987;2020JJ00;;;;;;;;;;
104705;T001038;30 - 35 jaar;GM0119;2020JJ00;1947;101;396;1355;312;133;229;681;78;17
104726;T001038;30 - 35 jaar;GM0687;2020JJ00;2642;153;550;1761;329;173;312;947;157;21
104747;T001038;30 - 35 jaar;GM0559;2020JJ00;;;;;;;;;;
104768;T001038;30 - 35 jaar;GM1842;2020JJ00;1026;70;133;798;144;100;163;391;16;9
104789;T001038;30 - 35 jaar;GM1731;2020JJ00;1621;110;249;1184;217;97;326;544;54;24
104810;T001038;30 - 35 jaar;GM1952;2020JJ00;3067;229;557;2047;386;176;562;923;205;29
104831;T001038;30 - 35 jaar;GM0814;2020JJ00;;;;;;;;;;
104852;T001038;30 - 35 jaar;GM0815;2020JJ00;521;54;70;380;97;28;100;155;9;8
104873;T001038;30 - 35 jaar;GM0265;2020JJ00;;;;;;;;;;
104894;T001038;30 - 35 jaar;GM1709;2020JJ00;2020;136;322;1467;262;135;353;717;75;20
104915;T001038;30 - 35 jaar;GM1978;2020JJ00;2266;148;281;1763;186;171;181;1225;56;18
104936;T001038;30 - 35 jaar;GM1927;2020JJ00;;;;;;;;;;
104957;T001038;30 - 35 jaar;GM0562;2020JJ00;;;;;;;;;;
104978;T001038;30 - 35 jaar;GM1955;2020JJ00;1823;135;264;1357;268;130;374;585;52;15
104999;T001038;30 - 35 jaar;GM0335;2020JJ00;731;53;105;551;109;41;128;273;15;7
105020;T001038;30 - 35 jaar;GM0944;2020JJ00;300;23;46;217;53;33;59;72;12;2
105041;T001038;30 - 35 jaar;GM0563;2020JJ00;;;;;;;;;;
105062;T001038;30 - 35 jaar;GM0424;2020JJ00;;;;;;;;;;
105083;T001038;30 - 35 jaar;GM0565;2020JJ00;;;;;;;;;;
105104;T001038;30 - 35 jaar;GM0425;2020JJ00;;;;;;;;;;
105125;T001038;30 - 35 jaar;GM1740;2020JJ00;1394;110;156;1068;75;96;102;795;43;17
105146;T001038;30 - 35 jaar;GM0426;2020JJ00;;;;;;;;;;
105167;T001038;30 - 35 jaar;GM0643;2020JJ00;;;;;;;;;;
105188;T001038;30 - 35 jaar;GM0946;2020JJ00;861;60;121;650;165;74;138;273;22;8
105209;T001038;30 - 35 jaar;GM0266;2020JJ00;;;;;;;;;;
105230;T001038;30 - 35 jaar;GM0304;2020JJ00;;;;;;;;;;
105251;T001038;30 - 35 jaar;GM0412;2020JJ00;;;;;;;;;;
105272;T001038;30 - 35 jaar;GM0356;2020JJ00;4346;290;932;2876;650;328;668;1230;183;65
105293;T001038;30 - 35 jaar;GM0567;2020JJ00;;;;;;;;;;
105314;T001038;30 - 35 jaar;GM0569;2020JJ00;1561;104;215;1179;242;105;285;547;46;17
105335;T001038;30 - 35 jaar;GM0571;2020JJ00;;;;;;;;;;
105356;T001038;30 - 35 jaar;GM0170;2020JJ00;;;;;;;;;;
105377;T001038;30 - 35 jaar;GM0104;2020JJ00;;;;;;;;;;
105398;T001038;30 - 35 jaar;GM0267;2020JJ00;2560;160;355;1976;258;223;272;1223;48;21
105419;T001038;30 - 35 jaar;GM0268;2020JJ00;12783;542;3830;7771;2887;852;1658;2374;415;225
105440;T001038;30 - 35 jaar;GM1930;2020JJ00;5452;452;938;3508;602;317;899;1690;463;91
105461;T001038;30 - 35 jaar;GM1970;2020JJ00;2317;150;392;1660;258;105;448;849;102;13
105482;T001038;30 - 35 jaar;GM1695;2020JJ00;359;24;82;237;47;24;38;128;13;3
105503;T001038;30 - 35 jaar;GM1699;2020JJ00;1300;90;187;963;175;93;278;417;53;7
105524;T001038;30 - 35 jaar;GM0529;2020JJ00;;;;;;;;;;
105545;T001038;30 - 35 jaar;GM0171;2020JJ00;2903;144;456;2160;356;175;415;1214;114;29
105566;T001038;30 - 35 jaar;GM0575;2020JJ00;2463;185;532;1640;406;178;385;671;75;31
105587;T001038;30 - 35 jaar;GM0576;2020JJ00;;;;;;;;;;
105608;T001038;30 - 35 jaar;GM0577;2020JJ00;;;;;;;;;;
105629;T001038;30 - 35 jaar;GM0820;2020JJ00;1083;100;135;790;162;81;195;352;41;17
105650;T001038;30 - 35 jaar;GM0302;2020JJ00;1507;112;180;1165;120;141;117;787;35;15
105671;T001038;30 - 35 jaar;GM0951;2020JJ00;;;;;;;;;;
105692;T001038;30 - 35 jaar;GM0429;2020JJ00;;;;;;;;;;
105713;T001038;30 - 35 jaar;GM0579;2020JJ00;1229;82;202;897;219;117;171;390;38;10
105734;T001038;30 - 35 jaar;GM0823;2020JJ00;926;88;137;663;148;63;161;291;22;16
105755;T001038;30 - 35 jaar;GM0824;2020JJ00;1185;94;185;858;218;78;228;334;32;16
105776;T001038;30 - 35 jaar;GM1895;2020JJ00;1867;121;360;1230;204;103;316;607;137;19
105797;T001038;30 - 35 jaar;GM0269;2020JJ00;1362;120;128;1061;83;106;120;752;40;13
105818;T001038;30 - 35 jaar;GM0173;2020JJ00;1622;97;308;1162;269;102;290;501;44;11
105839;T001038;30 - 35 jaar;GM0174;2020JJ00;;;;;;;;;;
105860;T001038;30 - 35 jaar;GM1773;2020JJ00;862;51;137;648;96;61;133;358;20;6
105881;T001038;30 - 35 jaar;GM0175;2020JJ00;911;64;134;676;114;83;105;374;26;11
105902;T001038;30 - 35 jaar;GM0881;2020JJ00;;;;;;;;;;
105923;T001038;30 - 35 jaar;GM1586;2020JJ00;1492;101;213;1126;278;115;320;413;33;19
105944;T001038;30 - 35 jaar;GM0692;2020JJ00;;;;;;;;;;
105965;T001038;30 - 35 jaar;GM0826;2020JJ00;3128;196;494;2230;442;231;523;1034;162;46
105986;T001038;30 - 35 jaar;GM0580;2020JJ00;;;;;;;;;;
106007;T001038;30 - 35 jaar;GM0085;2020JJ00;1214;108;158;869;148;69;215;437;67;12
106028;T001038;30 - 35 jaar;GM0431;2020JJ00;470;31;58;354;47;40;106;161;21;6
106049;T001038;30 - 35 jaar;GM0176;2020JJ00;;;;;;;;;;
106070;T001038;30 - 35 jaar;GM0432;2020JJ00;669;60;129;467;95;23;123;226;10;3
106091;T001038;30 - 35 jaar;GM0086;2020JJ00;1452;120;206;1063;178;87;265;533;51;12
106112;T001038;30 - 35 jaar;GM0828;2020JJ00;5406;407;1034;3655;750;333;953;1619;217;93
106133;T001038;30 - 35 jaar;GM0584;2020JJ00;;;;;;;;;;
106154;T001038;30 - 35 jaar;GM1509;2020JJ00;1771;142;284;1273;257;129;314;573;51;21
106175;T001038;30 - 35 jaar;GM0437;2020JJ00;673;62;136;442;153;59;74;156;26;7
106196;T001038;30 - 35 jaar;GM0644;2020JJ00;;;;;;;;;;
106217;T001038;30 - 35 jaar;GM0589;2020JJ00;555;31;93;421;85;29;131;176;8;2
106238;T001038;30 - 35 jaar;GM1734;2020JJ00;2403;155;291;1860;304;182;429;945;61;36
106259;T001038;30 - 35 jaar;GM0590;2020JJ00;1770;100;282;1265;175;133;241;716;93;30
106280;T001038;30 - 35 jaar;GM1894;2020JJ00;2350;198;359;1722;452;121;495;654;50;21
106301;T001038;30 - 35 jaar;GM0765;2020JJ00;624;42;113;423;63;29;135;196;44;2
106322;T001038;30 - 35 jaar;GM0594;2020JJ00;;;;;;;;;;
106343;T001038;30 - 35 jaar;GM1926;2020JJ00;2897;143;342;2279;408;256;493;1122;104;29
106364;T001038;30 - 35 jaar;GM0439;2020JJ00;4914;424;883;3204;662;323;834;1385;312;91
106385;T001038;30 - 35 jaar;GM0273;2020JJ00;1338;117;162;1005;103;122;108;672;38;16
106406;T001038;30 - 35 jaar;GM0177;2020JJ00;1919;123;264;1474;274;129;355;716;39;19
106427;T001038;30 - 35 jaar;GM0835;2020JJ00;;;;;;;;;;
106448;T001038;30 - 35 jaar;GM0595;2020JJ00;;;;;;;;;;
106469;T001038;30 - 35 jaar;GM1661;2020JJ00;;;;;;;;;;
106490;T001038;30 - 35 jaar;GM0703;2020JJ00;1421;72;197;1100;135;110;119;736;35;17
106511;T001038;30 - 35 jaar;GM0274;2020JJ00;1111;99;194;765;187;76;162;340;43;10
106532;T001038;30 - 35 jaar;GM0339;2020JJ00;354;12;50;278;30;31;21;196;11;3
106553;T001038;30 - 35 jaar;GM1667;2020JJ00;808;60;121;595;103;44;165;283;19;13
106574;T001038;30 - 35 jaar;GM0275;2020JJ00;2105;129;478;1367;310;141;323;593;113;18
106595;T001038;30 - 35 jaar;GM0340;2020JJ00;1055;62;144;793;104;96;110;483;34;22
106616;T001038;30 - 35 jaar;GM0597;2020JJ00;2717;227;434;1852;285;199;357;1011;169;35
106637;T001038;30 - 35 jaar;GM0602;2020JJ00;;;;;;;;;;
106658;T001038;30 - 35 jaar;GM0196;2020JJ00;;;;;;;;;;
106679;T001038;30 - 35 jaar;GM1672;2020JJ00;;;;;;;;;;
106700;T001038;30 - 35 jaar;GM0178;2020JJ00;;;;;;;;;;
106721;T001038;30 - 35 jaar;GM1742;2020JJ00;2144;169;272;1633;154;187;135;1157;54;16
106742;T001038;30 - 35 jaar;GM0603;2020JJ00;4034;201;784;2703;670;365;543;1125;279;67
106763;T001038;30 - 35 jaar;GM1669;2020JJ00;1047;92;163;741;158;103;206;274;40;11
106784;T001038;30 - 35 jaar;GM0957;2020JJ00;3773;273;846;2405;682;240;599;884;192;57
106805;T001038;30 - 35 jaar;GM1670;2020JJ00;;;;;;;;;;
106826;T001038;30 - 35 jaar;GM0736;2020JJ00;2228;208;363;1539;321;162;423;633;86;32
106847;T001038;30 - 35 jaar;GM1674;2020JJ00;4438;297;905;2934;592;335;637;1370;229;73
106868;T001038;30 - 35 jaar;GM0599;2020JJ00;53481;3664;14739;29665;9608;3917;5455;10685;3948;1465
106889;T001038;30 - 35 jaar;GM0600;2020JJ00;;;;;;;;;;
106910;T001038;30 - 35 jaar;GM0277;2020JJ00;33;2;0;31;3;2;11;15;0;0
106931;T001038;30 - 35 jaar;GM0840;2020JJ00;1267;101;158;932;141;77;241;473;52;24
106952;T001038;30 - 35 jaar;GM0278;2020JJ00;;;;;;;;;;
106973;T001038;30 - 35 jaar;GM0704;2020JJ00;;;;;;;;;;
106994;T001038;30 - 35 jaar;GM0604;2020JJ00;;;;;;;;;;
107015;T001038;30 - 35 jaar;GM0441;2020JJ00;2151;174;395;1474;310;134;379;651;81;27
107036;T001038;30 - 35 jaar;GM0039;2020JJ00;;;;;;;;;;
107057;T001038;30 - 35 jaar;GM0458;2020JJ00;;;;;;;;;;
107078;T001038;30 - 35 jaar;GM0279;2020JJ00;577;22;82;456;63;50;44;299;14;3
107099;T001038;30 - 35 jaar;GM0606;2020JJ00;5489;367;1295;3245;790;371;670;1414;416;166
107120;T001038;30 - 35 jaar;GM0088;2020JJ00;41;2;15;23;5;4;5;9;1;0
107141;T001038;30 - 35 jaar;GM0844;2020JJ00;;;;;;;;;;
107162;T001038;30 - 35 jaar;GM0962;2020JJ00;;;;;;;;;;
107183;T001038;30 - 35 jaar;GM0607;2020JJ00;;;;;;;;;;
107204;T001038;30 - 35 jaar;GM0608;2020JJ00;;;;;;;;;;
107225;T001038;30 - 35 jaar;GM0444;2020JJ00;;;;;;;;;;
107246;T001038;30 - 35 jaar;GM1676;2020JJ00;1554;102;240;1138;181;139;171;647;70;4
107267;T001038;30 - 35 jaar;GM0964;2020JJ00;;;;;;;;;;
107288;T001038;30 - 35 jaar;GM0965;2020JJ00;574;45;92;411;91;29;104;187;25;1
107309;T001038;30 - 35 jaar;GM1702;2020JJ00;576;52;74;435;90;26;149;170;12;3
107330;T001038;30 - 35 jaar;GM0845;2020JJ00;1413;108;185;1079;222;106;266;485;26;15
107351;T001038;30 - 35 jaar;GM0846;2020JJ00;;;;;;;;;;
107372;T001038;30 - 35 jaar;GM0968;2020JJ00;;;;;;;;;;
107393;T001038;30 - 35 jaar;GM1883;2020JJ00;5284;386;1218;3322;882;353;878;1209;298;60
107414;T001038;30 - 35 jaar;GM0051;2020JJ00;;;;;;;;;;
107435;T001038;30 - 35 jaar;GM0610;2020JJ00;1585;86;270;1134;137;134;119;744;73;22
107456;T001038;30 - 35 jaar;GM0040;2020JJ00;;;;;;;;;;
107477;T001038;30 - 35 jaar;GM1714;2020JJ00;1169;83;216;821;145;76;227;373;36;13
107498;T001038;30 - 35 jaar;GM1698;2020JJ00;;;;;;;;;;
107519;T001038;30 - 35 jaar;GM0090;2020JJ00;3114;165;618;2136;412;187;511;1026;158;37
107540;T001038;30 - 35 jaar;GM0091;2020JJ00;;;;;;;;;;
107561;T001038;30 - 35 jaar;GM0342;2020JJ00;2217;176;384;1550;312;181;311;746;76;31
107582;T001038;30 - 35 jaar;GM0847;2020JJ00;1264;67;209;955;224;87;183;461;25;8
107603;T001038;30 - 35 jaar;GM0848;2020JJ00;931;52;100;746;157;92;146;351;27;6
107624;T001038;30 - 35 jaar;GM0612;2020JJ00;;;;;;;;;;
107645;T001038;30 - 35 jaar;GM0179;2020JJ00;;;;;;;;;;
107666;T001038;30 - 35 jaar;GM0037;2020JJ00;1614;122;272;1121;177;88;312;544;83;16
107687;T001038;30 - 35 jaar;GM0180;2020JJ00;1029;104;117;788;35;94;37;622;15;5
107708;T001038;30 - 35 jaar;GM0532;2020JJ00;1238;77;159;933;163;73;207;490;57;12
107729;T001038;30 - 35 jaar;GM0851;2020JJ00;1481;87;324;1016;193;104;223;496;41;13
107750;T001038;30 - 35 jaar;GM0280;2020JJ00;;;;;;;;;;
107771;T001038;30 - 35 jaar;GM0181;2020JJ00;;;;;;;;;;
107792;T001038;30 - 35 jaar;GM1708;2020JJ00;2260;157;390;1594;296;147;345;806;97;22
107813;T001038;30 - 35 jaar;GM0971;2020JJ00;1298;103;200;938;245;93;216;384;43;14
107834;T001038;30 - 35 jaar;GM1904;2020JJ00;3654;262;562;2657;558;254;635;1210;121;52
107855;T001038;30 - 35 jaar;GM0617;2020JJ00;;;;;;;;;;
107876;T001038;30 - 35 jaar;GM1900;2020JJ00;4458;257;911;3045;573;236;892;1344;204;41
107897;T001038;30 - 35 jaar;GM0974;2020JJ00;;;;;;;;;;
107918;T001038;30 - 35 jaar;GM0975;2020JJ00;;;;;;;;;;
107939;T001038;30 - 35 jaar;GM0976;2020JJ00;;;;;;;;;;
107960;T001038;30 - 35 jaar;GM0715;2020JJ00;2897;180;594;1914;301;219;455;939;170;39
107981;T001038;30 - 35 jaar;GM0093;2020JJ00;257;20;83;146;39;19;26;62;6;2
108002;T001038;30 - 35 jaar;GM0448;2020JJ00;654;42;158;423;84;36;105;198;19;12
108023;T001038;30 - 35 jaar;GM1525;2020JJ00;2079;133;337;1527;353;157;316;701;59;23
108044;T001038;30 - 35 jaar;GM0716;2020JJ00;1504;93;203;1148;137;114;144;753;49;11
108065;T001038;30 - 35 jaar;GM0977;2020JJ00;;;;;;;;;;
108086;T001038;30 - 35 jaar;GM0281;2020JJ00;2560;193;609;1609;318;169;347;775;109;40
108107;T001038;30 - 35 jaar;GM0855;2020JJ00;14959;775;3883;9273;2798;953;2036;3486;747;281
108128;T001038;30 - 35 jaar;GM0183;2020JJ00;1065;97;132;815;180;74;194;367;13;8
108149;T001038;30 - 35 jaar;GM1700;2020JJ00;1837;161;220;1377;165;125;285;802;66;13
108170;T001038;30 - 35 jaar;GM1730;2020JJ00;1444;90;171;1134;199;82;318;535;39;10
108191;T001038;30 - 35 jaar;GM0737;2020JJ00;1592;93;261;1187;198;93;266;630;40;11
108212;T001038;30 - 35 jaar;GM0282;2020JJ00;;;;;;;;;;
108233;T001038;30 - 35 jaar;GM0856;2020JJ00;2412;168;462;1667;409;158;455;645;88;27
108254;T001038;30 - 35 jaar;GM0450;2020JJ00;765;54;133;544;96;64;138;246;21;13
108275;T001038;30 - 35 jaar;GM0451;2020JJ00;1809;129;291;1285;209;188;287;601;79;25
108296;T001038;30 - 35 jaar;GM0184;2020JJ00;1464;82;105;1248;20;138;15;1075;20;9
108317;T001038;30 - 35 jaar;GM0344;2020JJ00;35852;1155;10205;23107;9708;3139;3529;6731;732;653
108338;T001038;30 - 35 jaar;GM1581;2020JJ00;1976;159;371;1366;282;177;274;633;56;24
108359;T001038;30 - 35 jaar;GM0981;2020JJ00;414;37;118;234;60;35;50;89;20;5
108380;T001038;30 - 35 jaar;GM0283;2020JJ00;;;;;;;;;;
108401;T001038;30 - 35 jaar;GM0619;2020JJ00;;;;;;;;;;
108422;T001038;30 - 35 jaar;GM0994;2020JJ00;736;67;156;485;144;59;106;176;23;5
108443;T001038;30 - 35 jaar;GM0858;2020JJ00;1705;108;331;1181;273;124;295;489;67;18
108464;T001038;30 - 35 jaar;GM0047;2020JJ00;1322;107;244;852;141;65;264;382;100;19
108485;T001038;30 - 35 jaar;GM0345;2020JJ00;4280;224;779;3027;428;376;413;1810;183;67
108506;T001038;30 - 35 jaar;GM0717;2020JJ00;986;62;121;781;125;70;86;500;18;4
108527;T001038;30 - 35 jaar;GM0860;2020JJ00;;;;;;;;;;
108548;T001038;30 - 35 jaar;GM0861;2020JJ00;2647;150;445;1940;387;245;374;934;86;26
108569;T001038;30 - 35 jaar;GM0453;2020JJ00;3785;257;710;2561;523;203;700;1135;212;45
108590;T001038;30 - 35 jaar;GM0454;2020JJ00;;;;;;;;;;
108611;T001038;30 - 35 jaar;GM0983;2020JJ00;6182;440;1370;3975;912;393;941;1729;320;77
108632;T001038;30 - 35 jaar;GM0984;2020JJ00;2400;170;428;1678;406;141;366;765;89;35
108653;T001038;30 - 35 jaar;GM0620;2020JJ00;;;;;;;;;;
108674;T001038;30 - 35 jaar;GM1961;2020JJ00;3482;293;460;2569;450;280;443;1396;121;39
108695;T001038;30 - 35 jaar;GM0622;2020JJ00;4815;248;993;3094;610;321;640;1523;398;82
108716;T001038;30 - 35 jaar;GM0048;2020JJ00;;;;;;;;;;
108737;T001038;30 - 35 jaar;GM0347;2020JJ00;;;;;;;;;;
108758;T001038;30 - 35 jaar;GM0096;2020JJ00;66;2;26;36;17;1;7;11;1;1
108779;T001038;30 - 35 jaar;GM0718;2020JJ00;2362;149;552;1445;302;158;312;673;180;36
108800;T001038;30 - 35 jaar;GM0623;2020JJ00;;;;;;;;;;
108821;T001038;30 - 35 jaar;GM0986;2020JJ00;602;40;68;465;88;49;115;213;25;4
108842;T001038;30 - 35 jaar;GM0624;2020JJ00;;;;;;;;;;
