ID;Geslacht;Leeftijd;RegioS;Perioden;TotaalInParticuliereHuishoudens_2;ThuiswonendKind_3;Alleenstaand_4;TotaalSamenwonendePersonen_5;PartnerInNietGehuwdPaarZonderKi_6;PartnerInGehuwdPaarZonderKinderen_7;PartnerInNietGehuwdPaarMetKinderen_8;PartnerInGehuwdPaarMetKinderen_9;OuderInEenouderhuishouden_10;OverigLidHuishouden_11
15014;T001038;0 - 5 jaar;GM1680;2020JJ00;945;937;;;;;;;;8
15035;T001038;0 - 5 jaar;GM0738;2020JJ00;;;;;;;;;;
15056;T001038;0 - 5 jaar;GM0358;2020JJ00;1432;1410;;;;;;;;22
15077;T001038;0 - 5 jaar;GM0197;2020JJ00;1201;1192;;;;;;;;9
15098;T001038;0 - 5 jaar;GM0480;2020JJ00;;;;;;;;;;
15119;T001038;0 - 5 jaar;GM0305;2020JJ00;;;;;;;;;;
15140;T001038;0 - 5 jaar;GM0059;2020JJ00;1412;1396;;;;;;;;16
15161;T001038;0 - 5 jaar;GM0360;2020JJ00;;;;;;;;;;
15182;T001038;0 - 5 jaar;GM0482;2020JJ00;1242;1231;;;;;;;;11
15203;T001038;0 - 5 jaar;GM0613;2020JJ00;1260;1237;;;;;;;;23
15224;T001038;0 - 5 jaar;GM0483;2020JJ00;;;;;;;;;;
15245;T001038;0 - 5 jaar;GM0361;2020JJ00;5343;5282;;;;;;;;61
15266;T001038;0 - 5 jaar;GM0141;2020JJ00;3487;3436;;;;;;;;51
15287;T001038;0 - 5 jaar;GM0034;2020JJ00;12739;12397;;;;;;;;342
15308;T001038;0 - 5 jaar;GM0484;2020JJ00;5676;5612;;;;;;;;64
15329;T001038;0 - 5 jaar;GM1723;2020JJ00;479;477;;;;;;;;2
15350;T001038;0 - 5 jaar;GM1959;2020JJ00;3033;2994;;;;;;;;39
15371;T001038;0 - 5 jaar;GM0142;2020JJ00;;;;;;;;;;
15392;T001038;0 - 5 jaar;GM1679;2020JJ00;;;;;;;;;;
15413;T001038;0 - 5 jaar;GM0060;2020JJ00;160;158;;;;;;;;2
15434;T001038;0 - 5 jaar;GM0306;2020JJ00;;;;;;;;;;
15455;T001038;0 - 5 jaar;GM0307;2020JJ00;8803;8700;;;;;;;;103
15476;T001038;0 - 5 jaar;GM0362;2020JJ00;4952;4898;;;;;;;;54
15497;T001038;0 - 5 jaar;GM0363;2020JJ00;45422;44250;;;;;;;;1172
15518;T001038;0 - 5 jaar;GM0364;2020JJ00;;;;;;;;;;
15539;T001038;0 - 5 jaar;GM0199;2020JJ00;;;;;;;;;;
15560;T001038;0 - 5 jaar;GM0366;2020JJ00;;;;;;;;;;
15581;T001038;0 - 5 jaar;GM0200;2020JJ00;7851;7720;;;;;;;;131
15602;T001038;0 - 5 jaar;GM0003;2020JJ00;456;454;;;;;;;;2
15623;T001038;0 - 5 jaar;GM0885;2020JJ00;;;;;;;;;;
15644;T001038;0 - 5 jaar;GM0202;2020JJ00;7981;7851;;;;;;;;130
15665;T001038;0 - 5 jaar;GM0106;2020JJ00;3062;3025;;;;;;;;37
15686;T001038;0 - 5 jaar;GM0743;2020JJ00;736;731;;;;;;;;5
15707;T001038;0 - 5 jaar;GM0143;2020JJ00;;;;;;;;;;
15728;T001038;0 - 5 jaar;GM0650;2020JJ00;;;;;;;;;;
15749;T001038;0 - 5 jaar;GM0744;2020JJ00;321;321;;;;;;;;0
15770;T001038;0 - 5 jaar;GM0308;2020JJ00;1187;1174;;;;;;;;13
15791;T001038;0 - 5 jaar;GM0489;2020JJ00;2449;2403;;;;;;;;46
15812;T001038;0 - 5 jaar;GM0203;2020JJ00;4239;4201;;;;;;;;38
15833;T001038;0 - 5 jaar;GM0144;2020JJ00;;;;;;;;;;
15854;T001038;0 - 5 jaar;GM0005;2020JJ00;;;;;;;;;;
15875;T001038;0 - 5 jaar;GM0888;2020JJ00;623;613;;;;;;;;10
15896;T001038;0 - 5 jaar;GM1954;2020JJ00;1365;1350;;;;;;;;15
15917;T001038;0 - 5 jaar;GM0370;2020JJ00;582;575;;;;;;;;7
15938;T001038;0 - 5 jaar;GM0889;2020JJ00;559;549;;;;;;;;10
15959;T001038;0 - 5 jaar;GM0890;2020JJ00;;;;;;;;;;
15980;T001038;0 - 5 jaar;GM0007;2020JJ00;;;;;;;;;;
16001;T001038;0 - 5 jaar;GM0206;2020JJ00;;;;;;;;;;
16022;T001038;0 - 5 jaar;GM0372;2020JJ00;;;;;;;;;;
16043;T001038;0 - 5 jaar;GM1945;2020JJ00;1402;1392;;;;;;;;10
16064;T001038;0 - 5 jaar;GM0491;2020JJ00;;;;;;;;;;
16085;T001038;0 - 5 jaar;GM1724;2020JJ00;791;784;;;;;;;;7
16106;T001038;0 - 5 jaar;GM0893;2020JJ00;504;500;;;;;;;;4
16127;T001038;0 - 5 jaar;GM0373;2020JJ00;814;798;;;;;;;;16
16148;T001038;0 - 5 jaar;GM0748;2020JJ00;3210;3173;;;;;;;;37
16169;T001038;0 - 5 jaar;GM0207;2020JJ00;;;;;;;;;;
16190;T001038;0 - 5 jaar;GM0492;2020JJ00;;;;;;;;;;
16211;T001038;0 - 5 jaar;GM0493;2020JJ00;;;;;;;;;;
16232;T001038;0 - 5 jaar;GM1859;2020JJ00;1700;1683;;;;;;;;17
16253;T001038;0 - 5 jaar;GM1721;2020JJ00;1447;1434;;;;;;;;13
16274;T001038;0 - 5 jaar;GM0568;2020JJ00;;;;;;;;;;
16295;T001038;0 - 5 jaar;GM0753;2020JJ00;1376;1351;;;;;;;;25
16316;T001038;0 - 5 jaar;GM0209;2020JJ00;1278;1257;;;;;;;;21
16337;T001038;0 - 5 jaar;GM0375;2020JJ00;2193;2163;;;;;;;;30
16358;T001038;0 - 5 jaar;GM0063;2020JJ00;;;;;;;;;;
16379;T001038;0 - 5 jaar;GM0310;2020JJ00;2128;2115;;;;;;;;13
16400;T001038;0 - 5 jaar;GM0585;2020JJ00;;;;;;;;;;
16421;T001038;0 - 5 jaar;GM1728;2020JJ00;934;923;;;;;;;;11
16442;T001038;0 - 5 jaar;GM0376;2020JJ00;785;776;;;;;;;;9
16463;T001038;0 - 5 jaar;GM0495;2020JJ00;;;;;;;;;;
16484;T001038;0 - 5 jaar;GM0377;2020JJ00;926;917;;;;;;;;9
16505;T001038;0 - 5 jaar;GM0055;2020JJ00;;;;;;;;;;
16526;T001038;0 - 5 jaar;GM0497;2020JJ00;;;;;;;;;;
16547;T001038;0 - 5 jaar;GM1901;2020JJ00;2018;2005;;;;;;;;13
16568;T001038;0 - 5 jaar;GM0755;2020JJ00;532;525;;;;;;;;7
16589;T001038;0 - 5 jaar;GM0009;2020JJ00;;;;;;;;;;
16610;T001038;0 - 5 jaar;GM0064;2020JJ00;;;;;;;;;;
16631;T001038;0 - 5 jaar;GM0211;2020JJ00;;;;;;;;;;
16652;T001038;0 - 5 jaar;GM1681;2020JJ00;1039;1019;;;;;;;;20
16673;T001038;0 - 5 jaar;GM0897;2020JJ00;;;;;;;;;;
16694;T001038;0 - 5 jaar;GM0147;2020JJ00;1298;1294;;;;;;;;4
16715;T001038;0 - 5 jaar;GM0654;2020JJ00;1184;1171;;;;;;;;13
16736;T001038;0 - 5 jaar;GM0499;2020JJ00;;;;;;;;;;
16757;T001038;0 - 5 jaar;GM0756;2020JJ00;1177;1165;;;;;;;;12
16778;T001038;0 - 5 jaar;GM0757;2020JJ00;1359;1338;;;;;;;;21
16799;T001038;0 - 5 jaar;GM0758;2020JJ00;8821;8705;;;;;;;;116
16820;T001038;0 - 5 jaar;GM0194;2020JJ00;;;;;;;;;;
16841;T001038;0 - 5 jaar;GM0311;2020JJ00;;;;;;;;;;
16862;T001038;0 - 5 jaar;GM0501;2020JJ00;738;730;;;;;;;;8
16883;T001038;0 - 5 jaar;GM0898;2020JJ00;;;;;;;;;;
16904;T001038;0 - 5 jaar;GM1876;2020JJ00;1257;1250;;;;;;;;7
16925;T001038;0 - 5 jaar;GM0213;2020JJ00;817;805;;;;;;;;12
16946;T001038;0 - 5 jaar;GM0899;2020JJ00;1070;1046;;;;;;;;24
16967;T001038;0 - 5 jaar;GM0312;2020JJ00;835;831;;;;;;;;4
16988;T001038;0 - 5 jaar;GM0313;2020JJ00;1387;1371;;;;;;;;16
17009;T001038;0 - 5 jaar;GM0214;2020JJ00;1195;1172;;;;;;;;23
17030;T001038;0 - 5 jaar;GM0381;2020JJ00;;;;;;;;;;
17051;T001038;0 - 5 jaar;GM0502;2020JJ00;3468;3372;;;;;;;;96
17072;T001038;0 - 5 jaar;GM0383;2020JJ00;1575;1562;;;;;;;;13
17093;T001038;0 - 5 jaar;GM0109;2020JJ00;1503;1486;;;;;;;;17
17114;T001038;0 - 5 jaar;GM1706;2020JJ00;850;844;;;;;;;;6
17135;T001038;0 - 5 jaar;GM0611;2020JJ00;;;;;;;;;;
17156;T001038;0 - 5 jaar;GM1684;2020JJ00;1128;1111;;;;;;;;17
17177;T001038;0 - 5 jaar;GM0216;2020JJ00;1466;1445;;;;;;;;21
17198;T001038;0 - 5 jaar;GM0148;2020JJ00;1492;1483;;;;;;;;9
17219;T001038;0 - 5 jaar;GM0065;2020JJ00;;;;;;;;;;
17240;T001038;0 - 5 jaar;GM1891;2020JJ00;967;953;;;;;;;;14
17261;T001038;0 - 5 jaar;GM0503;2020JJ00;4417;4345;;;;;;;;72
17282;T001038;0 - 5 jaar;GM0010;2020JJ00;1055;1040;;;;;;;;15
17303;T001038;0 - 5 jaar;GM0149;2020JJ00;;;;;;;;;;
17324;T001038;0 - 5 jaar;GM0762;2020JJ00;1561;1554;;;;;;;;7
17345;T001038;0 - 5 jaar;GM0150;2020JJ00;4878;4819;;;;;;;;59
17366;T001038;0 - 5 jaar;GM0218;2020JJ00;;;;;;;;;;
17387;T001038;0 - 5 jaar;GM0384;2020JJ00;1678;1646;;;;;;;;32
17408;T001038;0 - 5 jaar;GM0151;2020JJ00;;;;;;;;;;
17429;T001038;0 - 5 jaar;GM1774;2020JJ00;1139;1136;;;;;;;;3
17450;T001038;0 - 5 jaar;GM0219;2020JJ00;;;;;;;;;;
17471;T001038;0 - 5 jaar;GM0504;2020JJ00;;;;;;;;;;
17492;T001038;0 - 5 jaar;GM0220;2020JJ00;;;;;;;;;;
17513;T001038;0 - 5 jaar;GM0221;2020JJ00;383;379;;;;;;;;4
17534;T001038;0 - 5 jaar;GM0222;2020JJ00;2713;2679;;;;;;;;34
17555;T001038;0 - 5 jaar;GM0766;2020JJ00;1292;1279;;;;;;;;13
17576;T001038;0 - 5 jaar;GM0058;2020JJ00;;;;;;;;;;
17597;T001038;0 - 5 jaar;GM0315;2020JJ00;;;;;;;;;;
17618;T001038;0 - 5 jaar;GM0505;2020JJ00;5855;5731;;;;;;;;124
17639;T001038;0 - 5 jaar;GM0498;2020JJ00;947;934;;;;;;;;13
17660;T001038;0 - 5 jaar;GM0316;2020JJ00;;;;;;;;;;
17681;T001038;0 - 5 jaar;GM1719;2020JJ00;1148;1135;;;;;;;;13
17702;T001038;0 - 5 jaar;GM0303;2020JJ00;2003;1972;;;;;;;;31
17723;T001038;0 - 5 jaar;GM0225;2020JJ00;864;857;;;;;;;;7
17744;T001038;0 - 5 jaar;GM0226;2020JJ00;1039;1024;;;;;;;;15
17765;T001038;0 - 5 jaar;GM0902;2020JJ00;;;;;;;;;;
17786;T001038;0 - 5 jaar;GM0227;2020JJ00;;;;;;;;;;
17807;T001038;0 - 5 jaar;GM1711;2020JJ00;1153;1137;;;;;;;;16
17828;T001038;0 - 5 jaar;GM0385;2020JJ00;1655;1641;;;;;;;;14
17849;T001038;0 - 5 jaar;GM0228;2020JJ00;6886;6792;;;;;;;;94
17870;T001038;0 - 5 jaar;GM0317;2020JJ00;416;412;;;;;;;;4
17891;T001038;0 - 5 jaar;GM1651;2020JJ00;;;;;;;;;;
17912;T001038;0 - 5 jaar;GM0770;2020JJ00;894;884;;;;;;;;10
17933;T001038;0 - 5 jaar;GM0357;2020JJ00;;;;;;;;;;
17954;T001038;0 - 5 jaar;GM0229;2020JJ00;;;;;;;;;;
17975;T001038;0 - 5 jaar;GM0905;2020JJ00;;;;;;;;;;
17996;T001038;0 - 5 jaar;GM1903;2020JJ00;1263;1246;;;;;;;;17
18017;T001038;0 - 5 jaar;GM0772;2020JJ00;10948;10791;;;;;;;;157
18038;T001038;0 - 5 jaar;GM0230;2020JJ00;1287;1275;;;;;;;;12
18059;T001038;0 - 5 jaar;GM0231;2020JJ00;;;;;;;;;;
18080;T001038;0 - 5 jaar;GM0114;2020JJ00;4418;4359;;;;;;;;59
18101;T001038;0 - 5 jaar;GM0388;2020JJ00;883;872;;;;;;;;11
18122;T001038;0 - 5 jaar;GM0153;2020JJ00;7198;7126;;;;;;;;72
18143;T001038;0 - 5 jaar;GM0232;2020JJ00;1503;1488;;;;;;;;15
18164;T001038;0 - 5 jaar;GM0233;2020JJ00;1267;1240;;;;;;;;27
18185;T001038;0 - 5 jaar;GM0777;2020JJ00;2216;2177;;;;;;;;39
18206;T001038;0 - 5 jaar;GM1722;2020JJ00;;;;;;;;;;
18227;T001038;0 - 5 jaar;GM0070;2020JJ00;;;;;;;;;;
18248;T001038;0 - 5 jaar;GM1921;2020JJ00;;;;;;;;;;
18269;T001038;0 - 5 jaar;GM1940;2020JJ00;2279;2258;;;;;;;;21
18290;T001038;0 - 5 jaar;GM0653;2020JJ00;;;;;;;;;;
18311;T001038;0 - 5 jaar;GM0779;2020JJ00;959;945;;;;;;;;14
18332;T001038;0 - 5 jaar;GM0236;2020JJ00;;;;;;;;;;
18353;T001038;0 - 5 jaar;GM0781;2020JJ00;;;;;;;;;;
18374;T001038;0 - 5 jaar;GM1771;2020JJ00;1876;1858;;;;;;;;18
18395;T001038;0 - 5 jaar;GM0906;2020JJ00;;;;;;;;;;
18416;T001038;0 - 5 jaar;GM1652;2020JJ00;1535;1524;;;;;;;;11
18437;T001038;0 - 5 jaar;GM0237;2020JJ00;;;;;;;;;;
18458;T001038;0 - 5 jaar;GM0238;2020JJ00;;;;;;;;;;
18479;T001038;0 - 5 jaar;GM0154;2020JJ00;;;;;;;;;;
18500;T001038;0 - 5 jaar;GM0907;2020JJ00;676;667;;;;;;;;9
18521;T001038;0 - 5 jaar;GM0689;2020JJ00;;;;;;;;;;
18542;T001038;0 - 5 jaar;GM0784;2020JJ00;1243;1224;;;;;;;;19
18563;T001038;0 - 5 jaar;GM0511;2020JJ00;;;;;;;;;;
18584;T001038;0 - 5 jaar;GM1924;2020JJ00;2445;2425;;;;;;;;20
18605;T001038;0 - 5 jaar;GM0664;2020JJ00;1658;1636;;;;;;;;22
18626;T001038;0 - 5 jaar;GM0785;2020JJ00;1122;1116;;;;;;;;6
18647;T001038;0 - 5 jaar;GM1942;2020JJ00;3131;3092;;;;;;;;39
18668;T001038;0 - 5 jaar;GM0156;2020JJ00;;;;;;;;;;
18689;T001038;0 - 5 jaar;GM0512;2020JJ00;1922;1898;;;;;;;;24
18710;T001038;0 - 5 jaar;GM0239;2020JJ00;;;;;;;;;;
18731;T001038;0 - 5 jaar;GM0513;2020JJ00;3833;3784;;;;;;;;49
18752;T001038;0 - 5 jaar;GM0693;2020JJ00;;;;;;;;;;
18773;T001038;0 - 5 jaar;GM0365;2020JJ00;;;;;;;;;;
18794;T001038;0 - 5 jaar;GM0157;2020JJ00;;;;;;;;;;
18815;T001038;0 - 5 jaar;GM0786;2020JJ00;493;490;;;;;;;;3
18836;T001038;0 - 5 jaar;GM0390;2020JJ00;;;;;;;;;;
18857;T001038;0 - 5 jaar;GM0517;2020JJ00;;;;;;;;;;
18878;T001038;0 - 5 jaar;GM0518;2020JJ00;31049;30254;;;;;;;;795
18899;T001038;0 - 5 jaar;GM0519;2020JJ00;;;;;;;;;;
18920;T001038;0 - 5 jaar;GM0240;2020JJ00;;;;;;;;;;
18941;T001038;0 - 5 jaar;GM0241;2020JJ00;;;;;;;;;;
18962;T001038;0 - 5 jaar;GM0014;2020JJ00;9722;9603;;;;;;;;119
18983;T001038;0 - 5 jaar;GM0015;2020JJ00;;;;;;;;;;
19004;T001038;0 - 5 jaar;GM0912;2020JJ00;;;;;;;;;;
19025;T001038;0 - 5 jaar;GM1729;2020JJ00;495;492;;;;;;;;3
19046;T001038;0 - 5 jaar;GM0158;2020JJ00;1013;1002;;;;;;;;11
19067;T001038;0 - 5 jaar;GM0788;2020JJ00;579;567;;;;;;;;12
19088;T001038;0 - 5 jaar;GM0392;2020JJ00;9285;9165;;;;;;;;120
19109;T001038;0 - 5 jaar;GM0393;2020JJ00;;;;;;;;;;
19130;T001038;0 - 5 jaar;GM0394;2020JJ00;7510;7374;;;;;;;;136
19151;T001038;0 - 5 jaar;GM0914;2020JJ00;;;;;;;;;;
19172;T001038;0 - 5 jaar;GM1655;2020JJ00;1385;1366;;;;;;;;19
19193;T001038;0 - 5 jaar;GM0159;2020JJ00;;;;;;;;;;
19214;T001038;0 - 5 jaar;GM0160;2020JJ00;3218;3185;;;;;;;;33
19235;T001038;0 - 5 jaar;GM0243;2020JJ00;2652;2623;;;;;;;;29
19256;T001038;0 - 5 jaar;GM0523;2020JJ00;1171;1160;;;;;;;;11
19277;T001038;0 - 5 jaar;GM0017;2020JJ00;;;;;;;;;;
19298;T001038;0 - 5 jaar;GM0395;2020JJ00;;;;;;;;;;
19319;T001038;0 - 5 jaar;GM0072;2020JJ00;665;658;;;;;;;;7
19340;T001038;0 - 5 jaar;GM0318;2020JJ00;;;;;;;;;;
19361;T001038;0 - 5 jaar;GM0161;2020JJ00;;;;;;;;;;
19382;T001038;0 - 5 jaar;GM0244;2020JJ00;617;612;;;;;;;;5
19403;T001038;0 - 5 jaar;GM1937;2020JJ00;;;;;;;;;;
19424;T001038;0 - 5 jaar;GM0396;2020JJ00;1732;1709;;;;;;;;23
19445;T001038;0 - 5 jaar;GM0397;2020JJ00;1403;1394;;;;;;;;9
19466;T001038;0 - 5 jaar;GM0246;2020JJ00;844;827;;;;;;;;17
19487;T001038;0 - 5 jaar;GM0074;2020JJ00;2290;2269;;;;;;;;21
19508;T001038;0 - 5 jaar;GM0398;2020JJ00;3149;3091;;;;;;;;58
19529;T001038;0 - 5 jaar;GM0526;2020JJ00;;;;;;;;;;
19550;T001038;0 - 5 jaar;GM0917;2020JJ00;3448;3379;;;;;;;;69
19571;T001038;0 - 5 jaar;GM1658;2020JJ00;735;727;;;;;;;;8
19592;T001038;0 - 5 jaar;GM0399;2020JJ00;983;974;;;;;;;;9
19613;T001038;0 - 5 jaar;GM0162;2020JJ00;;;;;;;;;;
19634;T001038;0 - 5 jaar;GM0918;2020JJ00;;;;;;;;;;
19655;T001038;0 - 5 jaar;GM0400;2020JJ00;2538;2502;;;;;;;;36
19676;T001038;0 - 5 jaar;GM0163;2020JJ00;1743;1728;;;;;;;;15
19697;T001038;0 - 5 jaar;GM0530;2020JJ00;1787;1756;;;;;;;;31
19718;T001038;0 - 5 jaar;GM0794;2020JJ00;4574;4495;;;;;;;;79
19739;T001038;0 - 5 jaar;GM0531;2020JJ00;2076;2056;;;;;;;;20
19760;T001038;0 - 5 jaar;GM0248;2020JJ00;;;;;;;;;;
19781;T001038;0 - 5 jaar;GM0164;2020JJ00;3437;3407;;;;;;;;30
19802;T001038;0 - 5 jaar;GM0796;2020JJ00;7500;7382;;;;;;;;118
19823;T001038;0 - 5 jaar;GM0251;2020JJ00;;;;;;;;;;
19844;T001038;0 - 5 jaar;GM0252;2020JJ00;677;672;;;;;;;;5
19865;T001038;0 - 5 jaar;GM0797;2020JJ00;2107;2086;;;;;;;;21
19886;T001038;0 - 5 jaar;GM0920;2020JJ00;;;;;;;;;;
19907;T001038;0 - 5 jaar;GM0534;2020JJ00;1110;1098;;;;;;;;12
19928;T001038;0 - 5 jaar;GM0798;2020JJ00;669;662;;;;;;;;7
19949;T001038;0 - 5 jaar;GM0402;2020JJ00;4855;4800;;;;;;;;55
19970;T001038;0 - 5 jaar;GM1963;2020JJ00;4127;4084;;;;;;;;43
19991;T001038;0 - 5 jaar;GM1735;2020JJ00;1387;1376;;;;;;;;11
20012;T001038;0 - 5 jaar;GM1966;2020JJ00;2149;2123;;;;;;;;26
20033;T001038;0 - 5 jaar;GM1911;2020JJ00;2236;2210;;;;;;;;26
20054;T001038;0 - 5 jaar;GM0165;2020JJ00;;;;;;;;;;
20075;T001038;0 - 5 jaar;GM0675;2020JJ00;;;;;;;;;;
20096;T001038;0 - 5 jaar;GM0118;2020JJ00;2697;2660;;;;;;;;37
20117;T001038;0 - 5 jaar;GM0018;2020JJ00;;;;;;;;;;
20138;T001038;0 - 5 jaar;GM0405;2020JJ00;3857;3790;;;;;;;;67
20159;T001038;0 - 5 jaar;GM0923;2020JJ00;;;;;;;;;;
20180;T001038;0 - 5 jaar;GM1507;2020JJ00;1785;1765;;;;;;;;20
20201;T001038;0 - 5 jaar;GM0321;2020JJ00;2750;2710;;;;;;;;40
20222;T001038;0 - 5 jaar;GM0255;2020JJ00;;;;;;;;;;
20243;T001038;0 - 5 jaar;GM0406;2020JJ00;1872;1852;;;;;;;;20
20264;T001038;0 - 5 jaar;GM0677;2020JJ00;1094;1080;;;;;;;;14
20285;T001038;0 - 5 jaar;GM0256;2020JJ00;;;;;;;;;;
20306;T001038;0 - 5 jaar;GM0925;2020JJ00;;;;;;;;;;
20327;T001038;0 - 5 jaar;GM0195;2020JJ00;;;;;;;;;;
20348;T001038;0 - 5 jaar;GM0191;2020JJ00;;;;;;;;;;
20369;T001038;0 - 5 jaar;GM0353;2020JJ00;1601;1571;;;;;;;;30
20390;T001038;0 - 5 jaar;GM0645;2020JJ00;;;;;;;;;;
20411;T001038;0 - 5 jaar;GM1884;2020JJ00;1299;1285;;;;;;;;14
20432;T001038;0 - 5 jaar;GM0166;2020JJ00;3298;3272;;;;;;;;26
20453;T001038;0 - 5 jaar;GM0678;2020JJ00;622;614;;;;;;;;8
20474;T001038;0 - 5 jaar;GM0537;2020JJ00;3758;3715;;;;;;;;43
20495;T001038;0 - 5 jaar;GM0928;2020JJ00;1774;1741;;;;;;;;33
20516;T001038;0 - 5 jaar;GM0929;2020JJ00;;;;;;;;;;
20537;T001038;0 - 5 jaar;GM0258;2020JJ00;;;;;;;;;;
20558;T001038;0 - 5 jaar;GM1598;2020JJ00;1094;1074;;;;;;;;20
20579;T001038;0 - 5 jaar;GM0079;2020JJ00;;;;;;;;;;
20600;T001038;0 - 5 jaar;GM0588;2020JJ00;;;;;;;;;;
20621;T001038;0 - 5 jaar;GM0542;2020JJ00;1577;1544;;;;;;;;33
20642;T001038;0 - 5 jaar;GM1931;2020JJ00;2952;2924;;;;;;;;28
20663;T001038;0 - 5 jaar;GM1659;2020JJ00;992;979;;;;;;;;13
20684;T001038;0 - 5 jaar;GM1685;2020JJ00;680;672;;;;;;;;8
20705;T001038;0 - 5 jaar;GM0882;2020JJ00;1411;1386;;;;;;;;25
20726;T001038;0 - 5 jaar;GM0415;2020JJ00;603;595;;;;;;;;8
20747;T001038;0 - 5 jaar;GM0416;2020JJ00;1380;1350;;;;;;;;30
20768;T001038;0 - 5 jaar;GM1621;2020JJ00;3968;3921;;;;;;;;47
20789;T001038;0 - 5 jaar;GM0417;2020JJ00;478;476;;;;;;;;2
20810;T001038;0 - 5 jaar;GM0022;2020JJ00;;;;;;;;;;
20831;T001038;0 - 5 jaar;GM0545;2020JJ00;;;;;;;;;;
20852;T001038;0 - 5 jaar;GM0326;2020JJ00;;;;;;;;;;
20873;T001038;0 - 5 jaar;GM0080;2020JJ00;5858;5798;;;;;;;;60
20894;T001038;0 - 5 jaar;GM0081;2020JJ00;;;;;;;;;;
20915;T001038;0 - 5 jaar;GM0546;2020JJ00;5326;5253;;;;;;;;73
20936;T001038;0 - 5 jaar;GM0547;2020JJ00;1307;1298;;;;;;;;9
20957;T001038;0 - 5 jaar;GM0548;2020JJ00;;;;;;;;;;
20978;T001038;0 - 5 jaar;GM1916;2020JJ00;3992;3943;;;;;;;;49
20999;T001038;0 - 5 jaar;GM0995;2020JJ00;4246;4133;;;;;;;;113
21020;T001038;0 - 5 jaar;GM0082;2020JJ00;;;;;;;;;;
21041;T001038;0 - 5 jaar;GM1640;2020JJ00;1336;1323;;;;;;;;13
21062;T001038;0 - 5 jaar;GM0327;2020JJ00;1503;1487;;;;;;;;16
21083;T001038;0 - 5 jaar;GM0260;2020JJ00;;;;;;;;;;
21104;T001038;0 - 5 jaar;GM1673;2020JJ00;;;;;;;;;;
21125;T001038;0 - 5 jaar;GM0552;2020JJ00;;;;;;;;;;
21146;T001038;0 - 5 jaar;GM0694;2020JJ00;;;;;;;;;;
21167;T001038;0 - 5 jaar;GM0418;2020JJ00;;;;;;;;;;
21188;T001038;0 - 5 jaar;GM0733;2020JJ00;;;;;;;;;;
21209;T001038;0 - 5 jaar;GM1705;2020JJ00;2036;2015;;;;;;;;21
21230;T001038;0 - 5 jaar;GM0553;2020JJ00;1099;1084;;;;;;;;15
21251;T001038;0 - 5 jaar;GM0808;2020JJ00;;;;;;;;;;
21272;T001038;0 - 5 jaar;GM0140;2020JJ00;;;;;;;;;;
21293;T001038;0 - 5 jaar;GM0262;2020JJ00;1270;1251;;;;;;;;19
21314;T001038;0 - 5 jaar;GM0329;2020JJ00;;;;;;;;;;
21335;T001038;0 - 5 jaar;GM0809;2020JJ00;1116;1105;;;;;;;;11
21356;T001038;0 - 5 jaar;GM0330;2020JJ00;;;;;;;;;;
21377;T001038;0 - 5 jaar;GM0331;2020JJ00;757;750;;;;;;;;7
21398;T001038;0 - 5 jaar;GM0024;2020JJ00;398;394;;;;;;;;4
21419;T001038;0 - 5 jaar;GM0168;2020JJ00;992;982;;;;;;;;10
21440;T001038;0 - 5 jaar;GM0332;2020JJ00;;;;;;;;;;
21461;T001038;0 - 5 jaar;GM0333;2020JJ00;;;;;;;;;;
21482;T001038;0 - 5 jaar;GM0334;2020JJ00;;;;;;;;;;
21503;T001038;0 - 5 jaar;GM0933;2020JJ00;;;;;;;;;;
21524;T001038;0 - 5 jaar;GM0934;2020JJ00;;;;;;;;;;
21545;T001038;0 - 5 jaar;GM1671;2020JJ00;;;;;;;;;;
21566;T001038;0 - 5 jaar;GM0263;2020JJ00;1197;1178;;;;;;;;19
21587;T001038;0 - 5 jaar;GM1641;2020JJ00;885;873;;;;;;;;12
21608;T001038;0 - 5 jaar;GM0555;2020JJ00;;;;;;;;;;
21629;T001038;0 - 5 jaar;GM0556;2020JJ00;1765;1735;;;;;;;;30
21650;T001038;0 - 5 jaar;GM0935;2020JJ00;4128;4047;;;;;;;;81
21671;T001038;0 - 5 jaar;GM0936;2020JJ00;;;;;;;;;;
21692;T001038;0 - 5 jaar;GM0169;2020JJ00;;;;;;;;;;
21713;T001038;0 - 5 jaar;GM1663;2020JJ00;;;;;;;;;;
21734;T001038;0 - 5 jaar;GM0025;2020JJ00;;;;;;;;;;
21755;T001038;0 - 5 jaar;GM0420;2020JJ00;2144;2122;;;;;;;;22
21776;T001038;0 - 5 jaar;GM0993;2020JJ00;;;;;;;;;;
21797;T001038;0 - 5 jaar;GM0938;2020JJ00;699;692;;;;;;;;7
21818;T001038;0 - 5 jaar;GM1948;2020JJ00;3858;3814;;;;;;;;44
21839;T001038;0 - 5 jaar;GM0941;2020JJ00;;;;;;;;;;
21860;T001038;0 - 5 jaar;GM0083;2020JJ00;;;;;;;;;;
21881;T001038;0 - 5 jaar;GM1908;2020JJ00;;;;;;;;;;
21902;T001038;0 - 5 jaar;GM1987;2020JJ00;;;;;;;;;;
21923;T001038;0 - 5 jaar;GM0119;2020JJ00;1577;1563;;;;;;;;14
21944;T001038;0 - 5 jaar;GM0687;2020JJ00;2361;2329;;;;;;;;32
